iteration,candidate_group,exclude_candidates_from_null,null_statistic,observed_statistic,observed_minus_null_statistic
9510,All candidates,TRUE,0.048,0.067,0.019000000000000003
9511,All candidates,TRUE,0.0605,0.067,0.006500000000000006
9512,All candidates,TRUE,0.05375,0.067,0.013250000000000005
9513,All candidates,TRUE,0.05675,0.067,0.010250000000000002
9514,All candidates,TRUE,0.052250000000000005,0.067,0.01475
9515,All candidates,TRUE,0.054,0.067,0.013000000000000005
9516,All candidates,TRUE,0.052,0.067,0.015000000000000006
9517,All candidates,TRUE,0.057749999999999996,0.067,0.009250000000000008
9518,All candidates,TRUE,0.0505,0.067,0.0165
9519,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9520,All candidates,TRUE,0.051000000000000004,0.067,0.016
9521,All candidates,TRUE,0.05575,0.067,0.011250000000000003
9522,All candidates,TRUE,0.049,0.067,0.018000000000000002
9523,All candidates,TRUE,0.047,0.067,0.020000000000000004
9524,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9525,All candidates,TRUE,0.048,0.067,0.019000000000000003
9526,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9527,All candidates,TRUE,0.051750000000000004,0.067,0.01525
9528,All candidates,TRUE,0.052,0.067,0.015000000000000006
9529,All candidates,TRUE,0.054,0.067,0.013000000000000005
9530,All candidates,TRUE,0.046,0.067,0.021000000000000005
9531,All candidates,TRUE,0.057749999999999996,0.067,0.009250000000000008
9532,All candidates,TRUE,0.0495,0.067,0.0175
9533,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9534,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9535,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9536,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9537,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9538,All candidates,TRUE,0.047,0.067,0.020000000000000004
9539,All candidates,TRUE,0.057,0.067,0.010000000000000002
9540,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9541,All candidates,TRUE,0.05025,0.067,0.01675
9542,All candidates,TRUE,0.0495,0.067,0.0175
9543,All candidates,TRUE,0.0505,0.067,0.0165
9544,All candidates,TRUE,0.049625,0.067,0.017375
9545,All candidates,TRUE,0.049,0.067,0.018000000000000002
9546,All candidates,TRUE,0.046,0.067,0.021000000000000005
9547,All candidates,TRUE,0.041749999999999995,0.067,0.02525000000000001
9548,All candidates,TRUE,0.048,0.067,0.019000000000000003
9549,All candidates,TRUE,0.057,0.067,0.010000000000000002
9550,All candidates,TRUE,0.049,0.067,0.018000000000000002
9551,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9552,All candidates,TRUE,0.049,0.067,0.018000000000000002
9553,All candidates,TRUE,0.051000000000000004,0.067,0.016
9554,All candidates,TRUE,0.047,0.067,0.020000000000000004
9555,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9556,All candidates,TRUE,0.055,0.067,0.012000000000000004
9557,All candidates,TRUE,0.0505,0.067,0.0165
9558,All candidates,TRUE,0.055,0.067,0.012000000000000004
9559,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9560,All candidates,TRUE,0.057249999999999995,0.067,0.009750000000000009
9561,All candidates,TRUE,0.048,0.067,0.019000000000000003
9562,All candidates,TRUE,0.0495,0.067,0.0175
9563,All candidates,TRUE,0.047375,0.067,0.019625000000000004
9564,All candidates,TRUE,0.049,0.067,0.018000000000000002
9565,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9566,All candidates,TRUE,0.05500000000000001,0.067,0.011999999999999997
9567,All candidates,TRUE,0.05525,0.067,0.011750000000000003
9568,All candidates,TRUE,0.05,0.067,0.017
9569,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9570,All candidates,TRUE,0.051000000000000004,0.067,0.016
9571,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9572,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9573,All candidates,TRUE,0.045,0.067,0.022000000000000006
9574,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9575,All candidates,TRUE,0.053,0.067,0.014000000000000005
9576,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9577,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9578,All candidates,TRUE,0.0395,0.067,0.027500000000000004
9579,All candidates,TRUE,0.06,0.067,0.007000000000000006
9580,All candidates,TRUE,0.05025,0.067,0.01675
9581,All candidates,TRUE,0.05475,0.067,0.012250000000000004
9582,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9583,All candidates,TRUE,0.051875000000000004,0.067,0.015125
9584,All candidates,TRUE,0.065,0.067,0.0020000000000000018
9585,All candidates,TRUE,0.0505,0.067,0.0165
9586,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9587,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9588,All candidates,TRUE,0.043,0.067,0.024000000000000007
9589,All candidates,TRUE,0.04,0.067,0.027000000000000003
9590,All candidates,TRUE,0.0505,0.067,0.0165
9591,All candidates,TRUE,0.045625,0.067,0.021375000000000005
9592,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9593,All candidates,TRUE,0.06125,0.067,0.005750000000000005
9594,All candidates,TRUE,0.03775,0.067,0.029250000000000005
9595,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9596,All candidates,TRUE,0.042,0.067,0.025
9597,All candidates,TRUE,0.052,0.067,0.015000000000000006
9598,All candidates,TRUE,0.0495,0.067,0.0175
9599,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9600,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9601,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9602,All candidates,TRUE,0.052,0.067,0.015000000000000006
9603,All candidates,TRUE,0.05,0.067,0.017
9604,All candidates,TRUE,0.051000000000000004,0.067,0.016
9605,All candidates,TRUE,0.052000000000000005,0.067,0.015
9606,All candidates,TRUE,0.052,0.067,0.015000000000000006
9607,All candidates,TRUE,0.047,0.067,0.020000000000000004
9608,All candidates,TRUE,0.05,0.067,0.017
9609,All candidates,TRUE,0.05875,0.067,0.008250000000000007
9610,All candidates,TRUE,0.046,0.067,0.021000000000000005
9611,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9612,All candidates,TRUE,0.044,0.067,0.023000000000000007
9613,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9614,All candidates,TRUE,0.049,0.067,0.018000000000000002
9615,All candidates,TRUE,0.04775,0.067,0.019250000000000003
9616,All candidates,TRUE,0.0605,0.067,0.006500000000000006
9617,All candidates,TRUE,0.048,0.067,0.019000000000000003
9618,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9619,All candidates,TRUE,0.0405,0.067,0.026500000000000003
9620,All candidates,TRUE,0.048,0.067,0.019000000000000003
9621,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9622,All candidates,TRUE,0.053,0.067,0.014000000000000005
9623,All candidates,TRUE,0.04025,0.067,0.026750000000000003
9624,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9625,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9626,All candidates,TRUE,0.05,0.067,0.017
9627,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9628,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9629,All candidates,TRUE,0.052000000000000005,0.067,0.015
9630,All candidates,TRUE,0.046,0.067,0.021000000000000005
9631,All candidates,TRUE,0.04325,0.067,0.023750000000000007
9632,All candidates,TRUE,0.042499999999999996,0.067,0.024500000000000008
9633,All candidates,TRUE,0.04575,0.067,0.021250000000000005
9634,All candidates,TRUE,0.054000000000000006,0.067,0.012999999999999998
9635,All candidates,TRUE,0.05625,0.067,0.010750000000000003
9636,All candidates,TRUE,0.049,0.067,0.018000000000000002
9637,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9638,All candidates,TRUE,0.047125,0.067,0.019875000000000004
9639,All candidates,TRUE,0.046,0.067,0.021000000000000005
9640,All candidates,TRUE,0.051000000000000004,0.067,0.016
9641,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9642,All candidates,TRUE,0.046,0.067,0.021000000000000005
9643,All candidates,TRUE,0.05425,0.067,0.012750000000000004
9644,All candidates,TRUE,0.055,0.067,0.012000000000000004
9645,All candidates,TRUE,0.048,0.067,0.019000000000000003
9646,All candidates,TRUE,0.05325,0.067,0.013750000000000005
9647,All candidates,TRUE,0.056,0.067,0.011000000000000003
9648,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9649,All candidates,TRUE,0.053,0.067,0.014000000000000005
9650,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9651,All candidates,TRUE,0.049,0.067,0.018000000000000002
9652,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9653,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9654,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9655,All candidates,TRUE,0.058249999999999996,0.067,0.008750000000000008
9656,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9657,All candidates,TRUE,0.051000000000000004,0.067,0.016
9658,All candidates,TRUE,0.055,0.067,0.012000000000000004
9659,All candidates,TRUE,0.053,0.067,0.014000000000000005
9660,All candidates,TRUE,0.044,0.067,0.023000000000000007
9661,All candidates,TRUE,0.044,0.067,0.023000000000000007
9662,All candidates,TRUE,0.05025,0.067,0.01675
9663,All candidates,TRUE,0.038,0.067,0.029000000000000005
9664,All candidates,TRUE,0.054,0.067,0.013000000000000005
9665,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9666,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9667,All candidates,TRUE,0.051000000000000004,0.067,0.016
9668,All candidates,TRUE,0.049,0.067,0.018000000000000002
9669,All candidates,TRUE,0.0495,0.067,0.0175
9670,All candidates,TRUE,0.046,0.067,0.021000000000000005
9671,All candidates,TRUE,0.058374999999999996,0.067,0.008625000000000008
9672,All candidates,TRUE,0.056249999999999994,0.067,0.01075000000000001
9673,All candidates,TRUE,0.05325,0.067,0.013750000000000005
9674,All candidates,TRUE,0.059,0.067,0.008000000000000007
9675,All candidates,TRUE,0.054,0.067,0.013000000000000005
9676,All candidates,TRUE,0.049125,0.067,0.017875000000000002
9677,All candidates,TRUE,0.053,0.067,0.014000000000000005
9678,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9679,All candidates,TRUE,0.051000000000000004,0.067,0.016
9680,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9681,All candidates,TRUE,0.056999999999999995,0.067,0.010000000000000009
9682,All candidates,TRUE,0.04,0.067,0.027000000000000003
9683,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9684,All candidates,TRUE,0.053000000000000005,0.067,0.013999999999999999
9685,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9686,All candidates,TRUE,0.047,0.067,0.020000000000000004
9687,All candidates,TRUE,0.044,0.067,0.023000000000000007
9688,All candidates,TRUE,0.051875000000000004,0.067,0.015125
9689,All candidates,TRUE,0.053000000000000005,0.067,0.013999999999999999
9690,All candidates,TRUE,0.052,0.067,0.015000000000000006
9691,All candidates,TRUE,0.0565,0.067,0.010500000000000002
9692,All candidates,TRUE,0.053,0.067,0.014000000000000005
9693,All candidates,TRUE,0.0505,0.067,0.0165
9694,All candidates,TRUE,0.053,0.067,0.014000000000000005
9695,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9696,All candidates,TRUE,0.054,0.067,0.013000000000000005
9697,All candidates,TRUE,0.049,0.067,0.018000000000000002
9698,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9699,All candidates,TRUE,0.047,0.067,0.020000000000000004
9700,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9701,All candidates,TRUE,0.047,0.067,0.020000000000000004
9702,All candidates,TRUE,0.05525,0.067,0.011750000000000003
9703,All candidates,TRUE,0.062,0.067,0.0050000000000000044
9704,All candidates,TRUE,0.049,0.067,0.018000000000000002
9705,All candidates,TRUE,0.05325,0.067,0.013750000000000005
9706,All candidates,TRUE,0.043,0.067,0.024000000000000007
9707,All candidates,TRUE,0.052875,0.067,0.014125000000000006
9708,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9709,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9710,All candidates,TRUE,0.06175,0.067,0.005250000000000005
9711,All candidates,TRUE,0.048125,0.067,0.018875000000000003
9712,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9713,All candidates,TRUE,0.054,0.067,0.013000000000000005
9714,All candidates,TRUE,0.054,0.067,0.013000000000000005
9715,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9716,All candidates,TRUE,0.052500000000000005,0.067,0.014499999999999999
9717,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9718,All candidates,TRUE,0.048,0.067,0.019000000000000003
9719,All candidates,TRUE,0.055,0.067,0.012000000000000004
9720,All candidates,TRUE,0.055,0.067,0.012000000000000004
9721,All candidates,TRUE,0.06,0.067,0.007000000000000006
9722,All candidates,TRUE,0.044,0.067,0.023000000000000007
9723,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9724,All candidates,TRUE,0.047,0.067,0.020000000000000004
9725,All candidates,TRUE,0.044,0.067,0.023000000000000007
9726,All candidates,TRUE,0.0495,0.067,0.0175
9727,All candidates,TRUE,0.052500000000000005,0.067,0.014499999999999999
9728,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9729,All candidates,TRUE,0.052000000000000005,0.067,0.015
9730,All candidates,TRUE,0.061,0.067,0.006000000000000005
9731,All candidates,TRUE,0.0595,0.067,0.007500000000000007
9732,All candidates,TRUE,0.040749999999999995,0.067,0.02625000000000001
9733,All candidates,TRUE,0.0565,0.067,0.010500000000000002
9734,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9735,All candidates,TRUE,0.052250000000000005,0.067,0.01475
9736,All candidates,TRUE,0.05625,0.067,0.010750000000000003
9737,All candidates,TRUE,0.041,0.067,0.026000000000000002
9738,All candidates,TRUE,0.051250000000000004,0.067,0.01575
9739,All candidates,TRUE,0.05,0.067,0.017
9740,All candidates,TRUE,0.05975,0.067,0.0072500000000000064
9741,All candidates,TRUE,0.053750000000000006,0.067,0.013249999999999998
9742,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9743,All candidates,TRUE,0.045,0.067,0.022000000000000006
9744,All candidates,TRUE,0.049,0.067,0.018000000000000002
9745,All candidates,TRUE,0.048,0.067,0.019000000000000003
9746,All candidates,TRUE,0.056,0.067,0.011000000000000003
9747,All candidates,TRUE,0.05,0.067,0.017
9748,All candidates,TRUE,0.057999999999999996,0.067,0.009000000000000008
9749,All candidates,TRUE,0.052250000000000005,0.067,0.01475
9750,All candidates,TRUE,0.055,0.067,0.012000000000000004
9751,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9752,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9753,All candidates,TRUE,0.055,0.067,0.012000000000000004
9754,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9755,All candidates,TRUE,0.0495,0.067,0.0175
9756,All candidates,TRUE,0.046,0.067,0.021000000000000005
9757,All candidates,TRUE,0.064,0.067,0.0030000000000000027
9758,All candidates,TRUE,0.05075,0.067,0.01625
9759,All candidates,TRUE,0.05,0.067,0.017
9760,All candidates,TRUE,0.055,0.067,0.012000000000000004
9761,All candidates,TRUE,0.056,0.067,0.011000000000000003
9762,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9763,All candidates,TRUE,0.0505,0.067,0.0165
9764,All candidates,TRUE,0.052,0.067,0.015000000000000006
9765,All candidates,TRUE,0.054,0.067,0.013000000000000005
9766,All candidates,TRUE,0.054,0.067,0.013000000000000005
9767,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9768,All candidates,TRUE,0.058499999999999996,0.067,0.008500000000000008
9769,All candidates,TRUE,0.046,0.067,0.021000000000000005
9770,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9771,All candidates,TRUE,0.058166666666666665,0.067,0.008833333333333339
9772,All candidates,TRUE,0.057,0.067,0.010000000000000002
9773,All candidates,TRUE,0.053,0.067,0.014000000000000005
9774,All candidates,TRUE,0.05475,0.067,0.012250000000000004
9775,All candidates,TRUE,0.049875,0.067,0.017125
9776,All candidates,TRUE,0.042499999999999996,0.067,0.024500000000000008
9777,All candidates,TRUE,0.041999999999999996,0.067,0.02500000000000001
9778,All candidates,TRUE,0.0505,0.067,0.0165
9779,All candidates,TRUE,0.05475,0.067,0.012250000000000004
9780,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9781,All candidates,TRUE,0.052500000000000005,0.067,0.014499999999999999
9782,All candidates,TRUE,0.045,0.067,0.022000000000000006
9783,All candidates,TRUE,0.056,0.067,0.011000000000000003
9784,All candidates,TRUE,0.049,0.067,0.018000000000000002
9785,All candidates,TRUE,0.05475,0.067,0.012250000000000004
9786,All candidates,TRUE,0.055,0.067,0.012000000000000004
9787,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9788,All candidates,TRUE,0.049,0.067,0.018000000000000002
9789,All candidates,TRUE,0.056,0.067,0.011000000000000003
9790,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9791,All candidates,TRUE,0.034,0.067,0.033
9792,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9793,All candidates,TRUE,0.051000000000000004,0.067,0.016
9794,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9795,All candidates,TRUE,0.052000000000000005,0.067,0.015
9796,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9797,All candidates,TRUE,0.05025,0.067,0.01675
9798,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9799,All candidates,TRUE,0.057374999999999995,0.067,0.009625000000000009
9800,All candidates,TRUE,0.04625,0.067,0.020750000000000005
9801,All candidates,TRUE,0.045,0.067,0.022000000000000006
9802,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9803,All candidates,TRUE,0.057499999999999996,0.067,0.009500000000000008
9804,All candidates,TRUE,0.064,0.067,0.0030000000000000027
9805,All candidates,TRUE,0.05,0.067,0.017
9806,All candidates,TRUE,0.058249999999999996,0.067,0.008750000000000008
9807,All candidates,TRUE,0.043,0.067,0.024000000000000007
9808,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9809,All candidates,TRUE,0.059,0.067,0.008000000000000007
9810,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9811,All candidates,TRUE,0.059,0.067,0.008000000000000007
9812,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9813,All candidates,TRUE,0.051,0.067,0.016000000000000007
9814,All candidates,TRUE,0.047,0.067,0.020000000000000004
9815,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9816,All candidates,TRUE,0.045,0.067,0.022000000000000006
9817,All candidates,TRUE,0.063,0.067,0.0040000000000000036
9818,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9819,All candidates,TRUE,0.043,0.067,0.024000000000000007
9820,All candidates,TRUE,0.0405,0.067,0.026500000000000003
9821,All candidates,TRUE,0.048,0.067,0.019000000000000003
9822,All candidates,TRUE,0.053,0.067,0.014000000000000005
9823,All candidates,TRUE,0.057,0.067,0.010000000000000002
9824,All candidates,TRUE,0.04775,0.067,0.019250000000000003
9825,All candidates,TRUE,0.0595,0.067,0.007500000000000007
9826,All candidates,TRUE,0.045,0.067,0.022000000000000006
9827,All candidates,TRUE,0.045,0.067,0.022000000000000006
9828,All candidates,TRUE,0.05625,0.067,0.010750000000000003
9829,All candidates,TRUE,0.06,0.067,0.007000000000000006
9830,All candidates,TRUE,0.047,0.067,0.020000000000000004
9831,All candidates,TRUE,0.049,0.067,0.018000000000000002
9832,All candidates,TRUE,0.047,0.067,0.020000000000000004
9833,All candidates,TRUE,0.056,0.067,0.011000000000000003
9834,All candidates,TRUE,0.045625,0.067,0.021375000000000005
9835,All candidates,TRUE,0.049375,0.067,0.017625000000000002
9836,All candidates,TRUE,0.055,0.067,0.012000000000000004
9837,All candidates,TRUE,0.057499999999999996,0.067,0.009500000000000008
9838,All candidates,TRUE,0.05375,0.067,0.013250000000000005
9839,All candidates,TRUE,0.0415,0.067,0.025500000000000002
9840,All candidates,TRUE,0.0505,0.067,0.0165
9841,All candidates,TRUE,0.054000000000000006,0.067,0.012999999999999998
9842,All candidates,TRUE,0.051250000000000004,0.067,0.01575
9843,All candidates,TRUE,0.039,0.067,0.028000000000000004
9844,All candidates,TRUE,0.0525,0.067,0.014500000000000006
9845,All candidates,TRUE,0.045,0.067,0.022000000000000006
9846,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9847,All candidates,TRUE,0.05475,0.067,0.012250000000000004
9848,All candidates,TRUE,0.05,0.067,0.017
9849,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9850,All candidates,TRUE,0.0535,0.067,0.013500000000000005
9851,All candidates,TRUE,0.042,0.067,0.025
9852,All candidates,TRUE,0.046,0.067,0.021000000000000005
9853,All candidates,TRUE,0.051000000000000004,0.067,0.016
9854,All candidates,TRUE,0.057749999999999996,0.067,0.009250000000000008
9855,All candidates,TRUE,0.05075,0.067,0.01625
9856,All candidates,TRUE,0.054,0.067,0.013000000000000005
9857,All candidates,TRUE,0.055249999999999994,0.067,0.01175000000000001
9858,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9859,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9860,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9861,All candidates,TRUE,0.053250000000000006,0.067,0.013749999999999998
9862,All candidates,TRUE,0.04775,0.067,0.019250000000000003
9863,All candidates,TRUE,0.054,0.067,0.013000000000000005
9864,All candidates,TRUE,0.0495,0.067,0.0175
9865,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9866,All candidates,TRUE,0.049,0.067,0.018000000000000002
9867,All candidates,TRUE,0.04375,0.067,0.023250000000000007
9868,All candidates,TRUE,0.05,0.067,0.017
9869,All candidates,TRUE,0.05716666666666667,0.067,0.009833333333333333
9870,All candidates,TRUE,0.053250000000000006,0.067,0.013749999999999998
9871,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9872,All candidates,TRUE,0.06,0.067,0.007000000000000006
9873,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9874,All candidates,TRUE,0.04,0.067,0.027000000000000003
9875,All candidates,TRUE,0.05,0.067,0.017
9876,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9877,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9878,All candidates,TRUE,0.0495,0.067,0.0175
9879,All candidates,TRUE,0.048,0.067,0.019000000000000003
9880,All candidates,TRUE,0.046,0.067,0.021000000000000005
9881,All candidates,TRUE,0.048,0.067,0.019000000000000003
9882,All candidates,TRUE,0.05425,0.067,0.012750000000000004
9883,All candidates,TRUE,0.0565,0.067,0.010500000000000002
9884,All candidates,TRUE,0.04625,0.067,0.020750000000000005
9885,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9886,All candidates,TRUE,0.046,0.067,0.021000000000000005
9887,All candidates,TRUE,0.041499999999999995,0.067,0.02550000000000001
9888,All candidates,TRUE,0.05474999999999999,0.067,0.012250000000000011
9889,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9890,All candidates,TRUE,0.052,0.067,0.015000000000000006
9891,All candidates,TRUE,0.0555,0.067,0.011500000000000003
9892,All candidates,TRUE,0.04975,0.067,0.01725
9893,All candidates,TRUE,0.051000000000000004,0.067,0.016
9894,All candidates,TRUE,0.0405,0.067,0.026500000000000003
9895,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9896,All candidates,TRUE,0.06225,0.067,0.004750000000000004
9897,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9898,All candidates,TRUE,0.05,0.067,0.017
9899,All candidates,TRUE,0.04775,0.067,0.019250000000000003
9900,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9901,All candidates,TRUE,0.049,0.067,0.018000000000000002
9902,All candidates,TRUE,0.0455,0.067,0.021500000000000005
9903,All candidates,TRUE,0.04625,0.067,0.020750000000000005
9904,All candidates,TRUE,0.049,0.067,0.018000000000000002
9905,All candidates,TRUE,0.0595,0.067,0.007500000000000007
9906,All candidates,TRUE,0.05275,0.067,0.014250000000000006
9907,All candidates,TRUE,0.047,0.067,0.020000000000000004
9908,All candidates,TRUE,0.047,0.067,0.020000000000000004
9909,All candidates,TRUE,0.0475,0.067,0.019500000000000003
9910,All candidates,TRUE,0.048,0.067,0.019000000000000003
9911,All candidates,TRUE,0.0495,0.067,0.0175
9912,All candidates,TRUE,0.048,0.067,0.019000000000000003
9913,All candidates,TRUE,0.045,0.067,0.022000000000000006
9914,All candidates,TRUE,0.0445,0.067,0.022500000000000006
9915,All candidates,TRUE,0.056,0.067,0.011000000000000003
9916,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9917,All candidates,TRUE,0.052,0.067,0.015000000000000006
9918,All candidates,TRUE,0.048,0.067,0.019000000000000003
9919,All candidates,TRUE,0.056,0.067,0.011000000000000003
9920,All candidates,TRUE,0.052,0.067,0.015000000000000006
9921,All candidates,TRUE,0.042499999999999996,0.067,0.024500000000000008
9922,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9923,All candidates,TRUE,0.057249999999999995,0.067,0.009750000000000009
9924,All candidates,TRUE,0.06125,0.067,0.005750000000000005
9925,All candidates,TRUE,0.046,0.067,0.021000000000000005
9926,All candidates,TRUE,0.046,0.067,0.021000000000000005
9927,All candidates,TRUE,0.047,0.067,0.020000000000000004
9928,All candidates,TRUE,0.051000000000000004,0.067,0.016
9929,All candidates,TRUE,0.049,0.067,0.018000000000000002
9930,All candidates,TRUE,0.047,0.067,0.020000000000000004
9931,All candidates,TRUE,0.0495,0.067,0.0175
9932,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9933,All candidates,TRUE,0.05,0.067,0.017
9934,All candidates,TRUE,0.0495,0.067,0.0175
9935,All candidates,TRUE,0.0515,0.067,0.015500000000000007
9936,All candidates,TRUE,0.052,0.067,0.015000000000000006
9937,All candidates,TRUE,0.0565,0.067,0.010500000000000002
9938,All candidates,TRUE,0.044,0.067,0.023000000000000007
9939,All candidates,TRUE,0.051500000000000004,0.067,0.0155
9940,All candidates,TRUE,0.0435,0.067,0.023500000000000007
9941,All candidates,TRUE,0.055,0.067,0.012000000000000004
9942,All candidates,TRUE,0.05425,0.067,0.012750000000000004
9943,All candidates,TRUE,0.0485,0.067,0.018500000000000003
9944,All candidates,TRUE,0.045,0.067,0.022000000000000006
9945,All candidates,TRUE,0.043,0.067,0.024000000000000007
9946,All candidates,TRUE,0.054,0.067,0.013000000000000005
9947,All candidates,TRUE,0.0465,0.067,0.020500000000000004
9948,All candidates,TRUE,0.044,0.067,0.023000000000000007
9949,All candidates,TRUE,0.05499999999999999,0.067,0.01200000000000001
9950,All candidates,TRUE,0.04825,0.067,0.018750000000000003
9951,All candidates,TRUE,0.053,0.067,0.014000000000000005
9952,All candidates,TRUE,0.049875,0.067,0.017125
9953,All candidates,TRUE,0.046,0.067,0.021000000000000005
9954,All candidates,TRUE,0.049,0.067,0.018000000000000002
9955,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9956,All candidates,TRUE,0.0595,0.067,0.007500000000000007
9957,All candidates,TRUE,0.045,0.067,0.022000000000000006
9958,All candidates,TRUE,0.0565,0.067,0.010500000000000002
9959,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9960,All candidates,TRUE,0.045,0.067,0.022000000000000006
9961,All candidates,TRUE,0.05666666666666667,0.067,0.010333333333333333
9962,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9963,All candidates,TRUE,0.045,0.067,0.022000000000000006
9964,All candidates,TRUE,0.0545,0.067,0.012500000000000004
9965,All candidates,TRUE,0.05525,0.067,0.011750000000000003
9966,All candidates,TRUE,0.041,0.067,0.026000000000000002
