gene_symbol,gene_rank,gene_family,human_symbols,gene_length_kb,n_mutated_biopsies,n_recurrent_mutations,n_nonsynonymous_mutations,known_cscc_gene,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_sources,num_ortholog_sources,annotation_database,annotation_source,has_msigdb_annotation
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7972,GOBP_POSITIVE_REGULATION_OF_OSSIFICATION,M5,GO:BP,GO Biological Process,"Any process that activates or increases the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:go_curators]",MM,,,GO:0045778,http://amigo.geneontology.org/amigo/term/GO:0045778,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7937,GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,M5,GO:BP,GO Biological Process,"Any process that activates or increases the frequency, rate or extent of osteoblast differentiation. [GOC:go_curators]",MM,,,GO:0045669,http://amigo.geneontology.org/amigo/term/GO:0045669,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9801,GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,M5,GO:BP,GO Biological Process,"Any process in which a protein is transported from one specific location in the extracellular region to another, or maintained in a specific extracellular location. [GOC:mah]",MM,,,GO:0071692,http://amigo.geneontology.org/amigo/term/GO:0071692,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM16291,GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds. [GOC:mah]",MM,,,GO:0070167,http://amigo.geneontology.org/amigo/term/GO:0070167,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM6257,GOBP_REGULATION_OF_BONE_MINERALIZATION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of bone mineralization. [GOC:go_curators]",MM,,,GO:0030500,http://amigo.geneontology.org/amigo/term/GO:0030500,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM10125,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,M5,GO:BP,GO Biological Process,"Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:tb]",MM,,,GO:0090287,http://amigo.geneontology.org/amigo/term/GO:0090287,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM11097,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of cellular response to transforming growth factor beta stimulus. [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]",MM,,,GO:1903844,http://amigo.geneontology.org/amigo/term/GO:1903844,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7886,GOBP_REGULATION_OF_CELL_DIFFERENTIATION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features. [GOC:go_curators]",MM,,,GO:0045595,http://amigo.geneontology.org/amigo/term/GO:0045595,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7343,GOBP_REGULATION_OF_LOCOMOTION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of locomotion of a cell or organism. [GOC:ems]",MM,,,GO:0040012,http://amigo.geneontology.org/amigo/term/GO:0040012,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM11419,GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of multicellular organismal development. [GOC:obol]",MM,,,GO:2000026,http://amigo.geneontology.org/amigo/term/GO:2000026,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM6229,GOBP_REGULATION_OF_OSSIFICATION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:go_curators]",MM,,,GO:0030278,http://amigo.geneontology.org/amigo/term/GO:0030278,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7935,GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of osteoblast differentiation. [GOC:go_curators]",MM,,,GO:0045667,http://amigo.geneontology.org/amigo/term/GO:0045667,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM10051,GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,M5,GO:BP,GO Biological Process,"Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand. [GOC:dph, GOC:tb]",MM,,,GO:0090092,http://amigo.geneontology.org/amigo/term/GO:0090092,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM17989,GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION,M5,GO:BP,GO Biological Process,"Any process that modulates the frequency, rate or extent of trophoblast cell migration. [GOC:BHF, GOC:TermGenie]",MM,,,GO:1901163,http://amigo.geneontology.org/amigo/term/GO:1901163,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM17269,GOBP_REPRODUCTIVE_PROCESS,M5,GO:BP,GO Biological Process,"A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents. [GOC:dph, GOC:isa_complete]",MM,,,GO:0022414,http://amigo.geneontology.org/amigo/term/GO:0022414,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM5341,GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism. [GOC:sm]",MM,,,GO:0009719,http://amigo.geneontology.org/amigo/term/GO:0009719,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9623,GOBP_RESPONSE_TO_GROWTH_FACTOR,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF, GOC:mah]",MM,,,GO:0070848,http://amigo.geneontology.org/amigo/term/GO:0070848,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9770,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,M5,GO:BP,GO Biological Process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus. [GOC:mah]",MM,,,GO:0071559,http://amigo.geneontology.org/amigo/term/GO:0071559,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM5082,GOBP_SENSORY_ORGAN_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure. [GOC:go_curators]",MM,,,GO:0007423,http://amigo.geneontology.org/amigo/term/GO:0007423,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM10180,GOBP_SENSORY_ORGAN_MORPHOGENESIS,M5,GO:BP,GO Biological Process,"Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:kmv, ISBN:978-0199210893]",MM,,,GO:0090596,http://amigo.geneontology.org/amigo/term/GO:0090596,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM8470,GOBP_SENSORY_SYSTEM_DEVELOPMENT,M5,GO:BP,GO Biological Process,The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure. [GOC:dgh],MM,,,GO:0048880,http://amigo.geneontology.org/amigo/term/GO:0048880,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM4005,GOBP_SKELETAL_SYSTEM_DEVELOPMENT,M5,GO:BP,GO Biological Process,"The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton). [GOC:dph, GOC:jid, GOC:tb]",MM,,,GO:0001501,http://amigo.geneontology.org/amigo/term/GO:0001501,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM8413,GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,M5,GO:BP,GO Biological Process,"The process in which the anatomical structures of the skeleton are generated and organized. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]",MM,,,GO:0048705,http://amigo.geneontology.org/amigo/term/GO:0048705,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM7745,GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,M5,GO:BP,GO Biological Process,"The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule. [GOC:curators, GOC:pde, GOC:vw]",MM,,,GO:0044281,http://amigo.geneontology.org/amigo/term/GO:0044281,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9077,GOBP_TRABECULA_FORMATION,M5,GO:BP,GO Biological Process,"The process of creating a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue. [GOC:dph]",MM,,,GO:0060343,http://amigo.geneontology.org/amigo/term/GO:0060343,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9365,GOBP_TRABECULA_MORPHOGENESIS,M5,GO:BP,GO Biological Process,"The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue. [GOC:dph]",MM,,,GO:0061383,http://amigo.geneontology.org/amigo/term/GO:0061383,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM5006,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,M5,GO:BP,GO Biological Process,"The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:BHF, GOC:mah, GOC:signaling]",MM,,,GO:0007179,http://amigo.geneontology.org/amigo/term/GO:0007179,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM9374,GOBP_TROPHOBLAST_CELL_MIGRATION,M5,GO:BP,GO Biological Process,Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst. [GOC:dph],MM,,,GO:0061450,http://amigo.geneontology.org/amigo/term/GO:0061450,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM12024,GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE,M5,GO:CC,GO Cellular Component,A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space. [GOC:go_curators],MM,,,GO:0030312,http://amigo.geneontology.org/amigo/term/GO:0030312,2026.1.Mm,MM,NA,NA,GO,GO:CC,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM16416,GOCC_EXTRACELLULAR_SPACE,M5,GO:CC,GO Cellular Component,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid. [ISBN:0198547684]",MM,,,GO:0005615,http://amigo.geneontology.org/amigo/term/GO:0005615,2026.1.Mm,MM,NA,NA,GO,GO:CC,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM11748,GOCC_MICROFIBRIL,M5,GO:CC,GO Cellular Component,"Extracellular matrix components occurring independently or along with elastin. Thought to have force-bearing functions in tendon. In addition to fibrillins, microfibrils may contain other associated proteins. [PMID:27026396]",MM,,,GO:0001527,http://amigo.geneontology.org/amigo/term/GO:0001527,2026.1.Mm,MM,NA,NA,GO,GO:CC,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM12624,GOCC_SUPRAMOLECULAR_COMPLEX,M5,GO:CC,GO Cellular Component,"A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber. [GOC:dos]",MM,,,GO:0099080,http://amigo.geneontology.org/amigo/term/GO:0099080,2026.1.Mm,MM,NA,NA,GO,GO:CC,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM12625,GOCC_SUPRAMOLECULAR_POLYMER,M5,GO:CC,GO Cellular Component,A polymeric supramolecular structure. [GOC:dos],MM,,,GO:0099081,http://amigo.geneontology.org/amigo/term/GO:0099081,2026.1.Mm,MM,NA,NA,GO,GO:CC,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13127,GOMF_CALCIUM_ION_BINDING,M5,GO:MF,GO Molecular Function,Binding to a calcium ion (Ca2+). [GOC:ai],MM,,,GO:0005509,http://amigo.geneontology.org/amigo/term/GO:0005509,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13066,GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,M5,GO:MF,GO Molecular Function,The action of a molecule that contributes to the structural integrity of the extracellular matrix. [GOC:mah],MM,,,GO:0005201,http://amigo.geneontology.org/amigo/term/GO:0005201,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13061,GOMF_HORMONE_ACTIVITY,M5,GO:MF,GO Molecular Function,"The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process. [GOC:dph, GOC:mah, ISBN:0198506732]",MM,,,GO:0005179,http://amigo.geneontology.org/amigo/term/GO:0005179,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM14420,GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY,M5,GO:MF,GO Molecular Function,A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target. [GOC:curators],MM,,,GO:0140677,http://amigo.geneontology.org/amigo/term/GO:0140677,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13027,GOMF_SIGNALING_RECEPTOR_BINDING,M5,GO:MF,GO Molecular Function,"Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]",MM,,,GO:0005102,http://amigo.geneontology.org/amigo/term/GO:0005102,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13718,GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY,M5,GO:MF,GO Molecular Function,Binds to and modulates the activity of a receptor. [GOC:ceb],MM,,,GO:0030545,http://amigo.geneontology.org/amigo/term/GO:0030545,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,14119,MM13064,GOMF_STRUCTURAL_MOLECULE_ACTIVITY,M5,GO:MF,GO Molecular Function,"The action of a molecule that contributes to the structural integrity of a complex. [GOC:mah, GOC:vw]",MM,,,GO:0005198,http://amigo.geneontology.org/amigo/term/GO:0005198,2026.1.Mm,MM,NA,NA,GO,GO:MF,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,MGI:95490,MM3889,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,MH,,Hallmark,Mouse genes annotated to HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION based on orthology mappings provided by the Alliance Genome Consortium,MM,30224793,,Alliance Genome Consortium orthologs based on HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2026.1.Mm,MM,NA,NA,Hallmark,Hallmark,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,ENSMUSG00000024598,MM14571,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,M2,CP:REACTOME,Reactome Pathways,Degradation of the extracellular matrix,MM,,,R-MMU-1474228,https://www.reactome.org/content/detail/R-MMU-1474228,2026.1.Mm,MM,NA,NA,Reactome,Reactome,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,ENSMUSG00000024598,MM14601,REACTOME_ELASTIC_FIBRE_FORMATION,M2,CP:REACTOME,Reactome Pathways,Elastic fibre formation,MM,,,R-MMU-1566948,https://www.reactome.org/content/detail/R-MMU-1566948,2026.1.Mm,MM,NA,NA,Reactome,Reactome,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,ENSMUSG00000024598,MM14572,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,M2,CP:REACTOME,Reactome Pathways,Extracellular matrix organization,MM,,,R-MMU-1474244,https://www.reactome.org/content/detail/R-MMU-1474244,2026.1.Mm,MM,NA,NA,Reactome,Reactome,TRUE
Fbn2,4,Cell adhesion and cytoskeleton,FBN2,9.044,9,2,0,FALSE,14119,ENSMUSG00000024598,Fbn2,14119,ENSMUSG00000024598,ENSMUSG00000024598,MM14854,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,M2,CP:REACTOME,Reactome Pathways,Molecules associated with elastic fibres,MM,,,R-MMU-2129379,https://www.reactome.org/content/detail/R-MMU-2129379,2026.1.Mm,MM,NA,NA,Reactome,Reactome,TRUE
Zan,5,Cell adhesion and cytoskeleton,ZAN,16.693,8,3,3,FALSE,22635,ENSMUSG00000079173,Zan,22635,ENSMUSG00000079173,22635,MM16128,GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,M5,GO:BP,GO Biological Process,"The process in which the sperm binds to the zona pellucida glycoprotein layer of the egg. The process begins with the attachment of the sperm plasma membrane to the zona pellucida and includes attachment of the acrosome inner membrane to the zona pellucida after the acrosomal reaction takes place. [GOC:dph, ISBN:0878932437]",MM,,,GO:0007339,http://amigo.geneontology.org/amigo/term/GO:0007339,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Zan,5,Cell adhesion and cytoskeleton,ZAN,16.693,8,3,3,FALSE,22635,ENSMUSG00000079173,Zan,22635,ENSMUSG00000079173,22635,MM4990,GOBP_CELL_ADHESION,M5,GO:BP,GO Biological Process,"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules. [GOC:hb, GOC:pf]",MM,,,GO:0007155,http://amigo.geneontology.org/amigo/term/GO:0007155,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Zan,5,Cell adhesion and cytoskeleton,ZAN,16.693,8,3,3,FALSE,22635,ENSMUSG00000079173,Zan,22635,ENSMUSG00000079173,22635,MM5372,GOBP_CELL_CELL_RECOGNITION,M5,GO:BP,GO Biological Process,Cell recognition between cells. May involve the formation of specialized cell junctions. [ISBN:0824072820],MM,,,GO:0009988,http://amigo.geneontology.org/amigo/term/GO:0009988,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Zan,5,Cell adhesion and cytoskeleton,ZAN,16.693,8,3,3,FALSE,22635,ENSMUSG00000079173,Zan,22635,ENSMUSG00000079173,22635,MM5130,GOBP_CELL_RECOGNITION,M5,GO:BP,GO Biological Process,The process in which a cell in an organism interprets its surroundings. [GOC:go_curators],MM,,,GO:0008037,http://amigo.geneontology.org/amigo/term/GO:0008037,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
Zan,5,Cell adhesion and cytoskeleton,ZAN,16.693,8,3,3,FALSE,22635,ENSMUSG00000079173,Zan,22635,ENSMUSG00000079173,22635,MM5318,GOBP_FERTILIZATION,M5,GO:BP,GO Biological Process,"The union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy). [GOC:tb, ISBN:0198506732]",MM,,,GO:0009566,http://amigo.geneontology.org/amigo/term/GO:0009566,2026.1.Mm,MM,NA,NA,GO,GO:BP,TRUE
