gene_symbol,gene_id,protein_id,gene_length_bp,n_mutations,is_candidate,candidate_group,gene_class
Cdc6,ENSMUSG00000017499,ENSMUSP00000091469,1770,1,FALSE,NA,Other genes
Cdc7,ENSMUSG00000029283,ENSMUSP00000031221,1695,1,FALSE,NA,Other genes
Cdca7,ENSMUSG00000055612,ENSMUSP00000099752,1149,2,FALSE,NA,Other genes
Cdcp1,ENSMUSG00000035498,ENSMUSP00000042057,2502,1,FALSE,NA,Other genes
Cdh10,ENSMUSG00000022321,ENSMUSP00000128782,2367,1,FALSE,NA,Other genes
Cdh11,ENSMUSG00000031673,ENSMUSP00000074681,2391,4,FALSE,NA,Other genes
Cdh15,ENSMUSG00000031962,ENSMUSP00000034443,2355,2,FALSE,NA,Other genes
Cdh16,ENSMUSG00000031881,ENSMUSP00000148478,2493,1,FALSE,NA,Other genes
Cdh18,ENSMUSG00000040420,ENSMUSP00000130851,2373,2,FALSE,NA,Other genes
Cdh2,ENSMUSG00000024304,ENSMUSP00000025166,2721,1,FALSE,NA,Other genes
Cdh23,ENSMUSG00000012819,ENSMUSP00000101101,10065,3,FALSE,NA,Other genes
Cdh26,ENSMUSG00000039155,ENSMUSP00000048829,2292,1,FALSE,NA,Other genes
Cdh5,ENSMUSG00000031871,ENSMUSP00000034339,2355,1,FALSE,NA,Other genes
Cdh6,ENSMUSG00000039385,ENSMUSP00000037113,2373,2,FALSE,NA,Other genes
Cdh7,ENSMUSG00000026312,ENSMUSP00000108321,2358,2,FALSE,NA,Other genes
Cdh8,ENSMUSG00000036510,ENSMUSP00000117326,2400,1,FALSE,NA,Other genes
Cdhr1,ENSMUSG00000021803,ENSMUSP00000022337,2580,1,FALSE,NA,Other genes
Cdhr2,ENSMUSG00000034918,ENSMUSP00000043596,3927,1,FALSE,NA,Other genes
Cdhr3,ENSMUSG00000035860,ENSMUSP00000093449,2496,2,FALSE,NA,Other genes
Cdhr4,ENSMUSG00000032595,ENSMUSP00000135184,2352,1,FALSE,NA,Other genes
Cdk16,ENSMUSG00000031065,ENSMUSP00000033380,1491,1,FALSE,NA,Other genes
Cdk5r2,ENSMUSG00000090071,ENSMUSP00000125322,1110,1,FALSE,NA,Other genes
Cdk5rap1,ENSMUSG00000027487,ENSMUSP00000105353,1767,1,FALSE,NA,Other genes
Cdk5rap2,ENSMUSG00000039298,ENSMUSP00000119891,5469,1,FALSE,NA,Other genes
Cdk5rap3,ENSMUSG00000018669,ENSMUSP00000099441,1512,1,FALSE,NA,Other genes
Cdk8,ENSMUSG00000029635,ENSMUSP00000031640,1395,1,FALSE,NA,Other genes
Cdkal1,ENSMUSG00000006191,ENSMUSP00000006353,1737,1,FALSE,NA,Other genes
Cdkl1,ENSMUSG00000020990,ENSMUSP00000021377,1059,1,FALSE,NA,Other genes
Cdkl5,ENSMUSG00000031292,ENSMUSP00000143726,2883,2,FALSE,NA,Other genes
Cdkn1a,ENSMUSG00000023067,ENSMUSP00000113150,480,1,FALSE,NA,Other genes
Cdkn2a,ENSMUSG00000044303,ENSMUSP00000102748,510,1,FALSE,NA,Other genes
Cdkn2aip,ENSMUSG00000038069,ENSMUSP00000148441,1692,1,FALSE,NA,Other genes
Cdkn2aipnl,ENSMUSG00000020392,ENSMUSP00000099824,351,1,FALSE,NA,Other genes
Cdkn2b,ENSMUSG00000073802,ENSMUSP00000095595,393,1,FALSE,NA,Other genes
Cdkn2d,ENSMUSG00000096472,ENSMUSP00000150701,501,1,FALSE,NA,Other genes
Cdon,ENSMUSG00000038119,ENSMUSP00000113977,3753,2,FALSE,NA,Other genes
Cdr1,ENSMUSG00000090546,ENSMUSP00000126250,1554,3,FALSE,NA,Other genes
Cdv3,ENSMUSG00000032803,ENSMUSP00000044420,846,11,FALSE,NA,Other genes
Ceacam12,ENSMUSG00000030366,ENSMUSP00000032520,903,1,FALSE,NA,Other genes
Ceacam16,ENSMUSG00000014686,ENSMUSP00000014830,1281,2,FALSE,NA,Other genes
Ceacam20,ENSMUSG00000070777,ENSMUSP00000092344,1734,1,FALSE,NA,Other genes
Ceacam5,ENSMUSG00000008789,ENSMUSP00000080582,2844,1,FALSE,NA,Other genes
Celf1,ENSMUSG00000005506,ENSMUSP00000107079,1542,1,FALSE,NA,Other genes
Celsr1,ENSMUSG00000016028,ENSMUSP00000016172,9105,2,FALSE,NA,Other genes
Celsr2,ENSMUSG00000068740,ENSMUSP00000088046,8760,1,FALSE,NA,Other genes
Celsr3,ENSMUSG00000023473,ENSMUSP00000150759,9930,1,FALSE,NA,Other genes
Cemip,ENSMUSG00000052353,ENSMUSP00000063277,4086,2,FALSE,NA,Other genes
Cemip2,ENSMUSG00000024754,ENSMUSP00000025663,4152,1,FALSE,NA,Other genes
Cenpa,ENSMUSG00000029177,ENSMUSP00000122831,405,1,FALSE,NA,Other genes
Cenpf,ENSMUSG00000026605,ENSMUSP00000129738,8994,7,FALSE,NA,Other genes
Cenpi,ENSMUSG00000031262,ENSMUSP00000079851,2241,1,FALSE,NA,Other genes
Cenpj,ENSMUSG00000064128,ENSMUSP00000065949,4035,2,FALSE,NA,Other genes
Cenpt,ENSMUSG00000036672,ENSMUSP00000038188,1548,1,FALSE,NA,Other genes
Cep104,ENSMUSG00000039523,ENSMUSP00000040762,2781,1,FALSE,NA,Other genes
Cep112,ENSMUSG00000020728,ENSMUSP00000122509,3021,1,FALSE,NA,Other genes
Cep135,ENSMUSG00000036403,ENSMUSP00000112602,3423,1,FALSE,NA,Other genes
Cep164,ENSMUSG00000043987,ENSMUSP00000149815,6105,1,FALSE,NA,Other genes
Cep170,ENSMUSG00000057335,ENSMUSP00000141793,4767,1,FALSE,NA,Other genes
Cep19,ENSMUSG00000035790,ENSMUSP00000110822,492,1,FALSE,NA,Other genes
Cep192,ENSMUSG00000024542,ENSMUSP00000025425,7545,3,FALSE,NA,Other genes
Cep250,ENSMUSG00000038241,ENSMUSP00000105248,7308,3,FALSE,NA,Other genes
Cep295,ENSMUSG00000046111,ENSMUSP00000123788,7383,2,FALSE,NA,Other genes
Cep41,ENSMUSG00000029790,ENSMUSP00000031810,1122,1,FALSE,NA,Other genes
Cep78,ENSMUSG00000041491,ENSMUSP00000037596,2373,1,FALSE,NA,Other genes
Cep89,ENSMUSG00000023072,ENSMUSP00000078383,2376,1,FALSE,NA,Other genes
Cerk,ENSMUSG00000035891,ENSMUSP00000038203,1596,1,FALSE,NA,Other genes
Cerkl,ENSMUSG00000075256,ENSMUSP00000114325,1578,1,FALSE,NA,Other genes
Ces1a,ENSMUSG00000071047,ENSMUSP00000092836,1692,1,FALSE,NA,Other genes
Ces1d,ENSMUSG00000056973,ENSMUSP00000034172,1698,1,FALSE,NA,Other genes
Ces1h,ENSMUSG00000074156,ENSMUSP00000121729,1689,1,FALSE,NA,Other genes
Ces2b,ENSMUSG00000050097,ENSMUSP00000063005,1671,1,FALSE,NA,Other genes
Ces5a,ENSMUSG00000058019,ENSMUSP00000148481,1728,2,FALSE,NA,Other genes
Cfap157,ENSMUSG00000038987,ENSMUSP00000099877,1572,1,FALSE,NA,Other genes
Cfap44,ENSMUSG00000071550,ENSMUSP00000113908,5532,1,FALSE,NA,Other genes
Cfap46,ENSMUSG00000049571,ENSMUSP00000120186,7926,1,FALSE,NA,Other genes
Cfap47,ENSMUSG00000073077,ENSMUSP00000142707,9555,1,FALSE,NA,Other genes
Cfap54,ENSMUSG00000020014,ENSMUSP00000148636,9516,1,FALSE,NA,Other genes
Cfap57,ENSMUSG00000028730,ENSMUSP00000071863,3750,1,FALSE,NA,Other genes
Cfap58,ENSMUSG00000046585,ENSMUSP00000070533,2622,1,FALSE,NA,Other genes
Cfap61,ENSMUSG00000037143,ENSMUSP00000118411,3693,1,FALSE,NA,Other genes
Cfap65,ENSMUSG00000047021,ENSMUSP00000092440,5544,2,FALSE,NA,Other genes
Cfap70,ENSMUSG00000039543,ENSMUSP00000056869,3426,1,FALSE,NA,Other genes
Cfb,ENSMUSG00000090231,ENSMUSP00000025229,2292,2,FALSE,NA,Other genes
Cfc1,ENSMUSG00000026124,ENSMUSP00000027298,609,1,FALSE,NA,Other genes
Cfd,ENSMUSG00000061780,ENSMUSP00000056836,780,1,FALSE,NA,Other genes
Cfhr1,ENSMUSG00000057037,ENSMUSP00000023965,1032,1,FALSE,NA,Other genes
Cfi,ENSMUSG00000058952,ENSMUSP00000077074,1812,2,FALSE,NA,Other genes
Cflar,ENSMUSG00000026031,ENSMUSP00000095329,1455,1,FALSE,NA,Other genes
Cfp,ENSMUSG00000001128,ENSMUSP00000001156,1395,2,FALSE,NA,Other genes
Cgnl1,ENSMUSG00000032232,ENSMUSP00000112479,3894,2,FALSE,NA,Other genes
Chaf1b,ENSMUSG00000022945,ENSMUSP00000023666,1719,1,FALSE,NA,Other genes
Chat,ENSMUSG00000021919,ENSMUSP00000070865,1938,1,FALSE,NA,Other genes
Chd1,ENSMUSG00000023852,ENSMUSP00000024627,5136,1,FALSE,NA,Other genes
Chd1l,ENSMUSG00000028089,ENSMUSP00000029730,2703,3,FALSE,NA,Other genes
Chd3,ENSMUSG00000018474,ENSMUSP00000104301,6168,1,FALSE,NA,Other genes
Chd4,ENSMUSG00000063870,ENSMUSP00000108009,5769,1,FALSE,NA,Other genes
Chd5,ENSMUSG00000005045,ENSMUSP00000030775,5859,2,FALSE,NA,Other genes
Chd7,ENSMUSG00000041235,ENSMUSP00000059079,8961,1,FALSE,NA,Other genes
Chia1,ENSMUSG00000062778,ENSMUSP00000078134,1422,1,FALSE,NA,Other genes
Chil4,ENSMUSG00000063779,ENSMUSP00000080851,1209,1,FALSE,NA,Other genes
Chrd,ENSMUSG00000006958,ENSMUSP00000156080,2913,1,FALSE,NA,Other genes
Chrdl1,ENSMUSG00000031283,ENSMUSP00000056193,1344,1,FALSE,NA,Other genes
Chrdl2,ENSMUSG00000030732,ENSMUSP00000102699,1302,1,FALSE,NA,Other genes
Chrm2,ENSMUSG00000045613,ENSMUSP00000130874,1401,1,FALSE,NA,Other genes
Chrna1,ENSMUSG00000027107,ENSMUSP00000028515,1374,1,FALSE,NA,Other genes
Chrna2,ENSMUSG00000022041,ENSMUSP00000145896,1539,1,FALSE,NA,Other genes
Chrna5,ENSMUSG00000035594,ENSMUSP00000150942,1404,1,FALSE,NA,Other genes
Chrna7,ENSMUSG00000030525,ENSMUSP00000032738,1509,1,FALSE,NA,Other genes
Chrnb1,ENSMUSG00000041189,ENSMUSP00000047270,1506,1,FALSE,NA,Other genes
Chrnb4,ENSMUSG00000035200,ENSMUSP00000034854,1488,2,FALSE,NA,Other genes
Chrnd,ENSMUSG00000026251,ENSMUSP00000072983,1563,1,FALSE,NA,Other genes
Chrne,ENSMUSG00000014609,ENSMUSP00000014753,1485,2,FALSE,NA,Other genes
Chrng,ENSMUSG00000026253,ENSMUSP00000027470,1560,1,FALSE,NA,Other genes
Chst7,ENSMUSG00000037347,ENSMUSP00000043222,1455,2,FALSE,NA,Other genes
Chst9,ENSMUSG00000047161,ENSMUSP00000049975,1242,2,FALSE,NA,Other genes
Chsy3,ENSMUSG00000058152,ENSMUSP00000158180,2655,1,FALSE,NA,Other genes
Chtf18,ENSMUSG00000019214,ENSMUSP00000131768,2913,1,FALSE,NA,Other genes
Chuk,ENSMUSG00000025199,ENSMUSP00000026217,2238,2,FALSE,NA,Other genes
Ciapin1,ENSMUSG00000031781,ENSMUSP00000125451,930,1,FALSE,NA,Other genes
Cic,ENSMUSG00000005442,ENSMUSP00000132351,7533,2,FALSE,NA,Other genes
Ciita,ENSMUSG00000022504,ENSMUSP00000155517,3468,1,FALSE,NA,Other genes
Cilk1,ENSMUSG00000009828,ENSMUSP00000048234,1890,1,FALSE,NA,Other genes
Cilp,ENSMUSG00000042254,ENSMUSP00000036631,3753,1,FALSE,NA,Other genes
Cip2a,ENSMUSG00000033031,ENSMUSP00000113075,2724,1,FALSE,NA,Other genes
Cipc,ENSMUSG00000034157,ENSMUSP00000141049,1299,2,FALSE,NA,Other genes
Cit,ENSMUSG00000029516,ENSMUSP00000099620,6213,1,FALSE,NA,Other genes
Ciz1,ENSMUSG00000039205,ENSMUSP00000108960,2538,1,FALSE,NA,Other genes
Ckap2,ENSMUSG00000037725,ENSMUSP00000039518,1995,1,FALSE,NA,Other genes
Ckap4,ENSMUSG00000046841,ENSMUSP00000050336,1728,1,FALSE,NA,Other genes
Ckap5,ENSMUSG00000040549,ENSMUSP00000106970,6099,1,FALSE,NA,Other genes
Ckmt2,ENSMUSG00000021622,ENSMUSP00000022122,1260,1,FALSE,NA,Other genes
Clasp1,ENSMUSG00000064302,ENSMUSP00000140019,4659,3,FALSE,NA,Other genes
Clca1,ENSMUSG00000028255,ENSMUSP00000029919,2742,1,FALSE,NA,Other genes
Clca3a1,ENSMUSG00000056025,ENSMUSP00000054526,2709,1,FALSE,NA,Other genes
Clca3a2,ENSMUSG00000028262,ENSMUSP00000029929,2709,1,FALSE,NA,Other genes
Clca3b,ENSMUSG00000037033,ENSMUSP00000124581,3135,1,FALSE,NA,Other genes
Clca4a,ENSMUSG00000068547,ENSMUSP00000159165,2778,1,FALSE,NA,Other genes
Clcn2,ENSMUSG00000022843,ENSMUSP00000007207,2727,3,FALSE,NA,Other genes
Clcn3,ENSMUSG00000004319,ENSMUSP00000004430,2601,1,FALSE,NA,Other genes
Clcnka,ENSMUSG00000033770,ENSMUSP00000101416,2064,1,FALSE,NA,Other genes
Cldn3,ENSMUSG00000070473,ENSMUSP00000091799,660,2,FALSE,NA,Other genes
Clec18a,ENSMUSG00000033633,ENSMUSP00000139515,1605,1,FALSE,NA,Other genes
Clec4a4,ENSMUSG00000059639,ENSMUSP00000078351,711,1,FALSE,NA,Other genes
Clgn,ENSMUSG00000002190,ENSMUSP00000002259,1836,1,FALSE,NA,Other genes
Clic4,ENSMUSG00000037242,ENSMUSP00000041453,762,1,FALSE,NA,Other genes
Clic6,ENSMUSG00000022949,ENSMUSP00000023670,1791,1,FALSE,NA,Other genes
Clip1,ENSMUSG00000049550,ENSMUSP00000031382,4314,1,FALSE,NA,Other genes
Clip2,ENSMUSG00000063146,ENSMUSP00000098212,3144,2,FALSE,NA,Other genes
Clk3,ENSMUSG00000032316,ENSMUSP00000067341,1917,1,FALSE,NA,Other genes
Clmn,ENSMUSG00000021097,ENSMUSP00000105563,3159,3,FALSE,NA,Other genes
Clock,ENSMUSG00000029238,ENSMUSP00000074656,2568,1,FALSE,NA,Other genes
Clptm1,ENSMUSG00000002981,ENSMUSP00000051293,1995,2,FALSE,NA,Other genes
Clptm1l,ENSMUSG00000021610,ENSMUSP00000022102,1620,1,FALSE,NA,Other genes
Clstn3,ENSMUSG00000008153,ENSMUSP00000008297,2871,2,FALSE,NA,Other genes
Clu,ENSMUSG00000022037,ENSMUSP00000022616,1347,1,FALSE,NA,Other genes
Cluh,ENSMUSG00000020741,ENSMUSP00000090593,4062,1,FALSE,NA,Other genes
Clybl,ENSMUSG00000025545,ENSMUSP00000026625,1017,1,FALSE,NA,Other genes
Cmklr1,ENSMUSG00000042190,ENSMUSP00000036316,1116,1,FALSE,NA,Other genes
Cmpk2,ENSMUSG00000020638,ENSMUSP00000020969,1344,1,FALSE,NA,Other genes
Cmss1,ENSMUSG00000022748,ENSMUSP00000110011,831,1,FALSE,NA,Other genes
Cmtm4,ENSMUSG00000096188,ENSMUSP00000137332,627,1,FALSE,NA,Other genes
Cmtr1,ENSMUSG00000024019,ENSMUSP00000024816,2514,1,FALSE,NA,Other genes
Cndp2,ENSMUSG00000024644,ENSMUSP00000025546,1428,1,FALSE,NA,Other genes
Cnep1r1,ENSMUSG00000036810,ENSMUSP00000092839,378,1,FALSE,NA,Other genes
Cnfn,ENSMUSG00000063651,ENSMUSP00000130957,375,1,FALSE,NA,Other genes
Cnga1,ENSMUSG00000067220,ENSMUSP00000143881,2055,1,FALSE,NA,Other genes
Cnga2,ENSMUSG00000005864,ENSMUSP00000006020,1995,2,FALSE,NA,Other genes
Cnga4,ENSMUSG00000030897,ENSMUSP00000033187,1728,2,FALSE,NA,Other genes
Cnih1,ENSMUSG00000015759,ENSMUSP00000116885,483,1,FALSE,NA,Other genes
Cnksr1,ENSMUSG00000028841,ENSMUSP00000030645,2103,1,FALSE,NA,Other genes
Cnn1,ENSMUSG00000001349,ENSMUSP00000001384,894,1,FALSE,NA,Other genes
Cnnm4,ENSMUSG00000037408,ENSMUSP00000121317,2316,2,FALSE,NA,Other genes
Cnot1,ENSMUSG00000036550,ENSMUSP00000096073,7131,5,FALSE,NA,Other genes
Cnp,ENSMUSG00000006782,ENSMUSP00000099409,1263,1,FALSE,NA,Other genes
Cnr2,ENSMUSG00000062585,ENSMUSP00000095454,1044,1,FALSE,NA,Other genes
Cntd1,ENSMUSG00000078653,ENSMUSP00000099396,1005,1,FALSE,NA,Other genes
Cntn4,ENSMUSG00000064293,ENSMUSP00000086616,3081,1,FALSE,NA,Other genes
Cntnap1,ENSMUSG00000017167,ENSMUSP00000099398,4158,3,FALSE,NA,Other genes
Cntnap2,ENSMUSG00000039419,ENSMUSP00000110288,3999,2,FALSE,NA,Other genes
Cntnap3,ENSMUSG00000033063,ENSMUSP00000089140,3864,1,FALSE,NA,Other genes
Cntnap4,ENSMUSG00000031772,ENSMUSP00000112511,3933,3,FALSE,NA,Other genes
Cntnap5a,ENSMUSG00000070695,ENSMUSP00000035732,3915,1,FALSE,NA,Other genes
Cntnap5c,ENSMUSG00000038048,ENSMUSP00000075416,3918,1,FALSE,NA,Other genes
Cntrob,ENSMUSG00000032782,ENSMUSP00000090651,2664,1,FALSE,NA,Other genes
Coa7,ENSMUSG00000048351,ENSMUSP00000114906,696,1,FALSE,NA,Other genes
Cobl,ENSMUSG00000020173,ENSMUSP00000045693,4014,1,FALSE,NA,Other genes
Cobll1,ENSMUSG00000034903,ENSMUSP00000108050,3726,42,FALSE,NA,Other genes
Coch,ENSMUSG00000020953,ENSMUSP00000128127,1659,1,FALSE,NA,Other genes
Cog1,ENSMUSG00000018661,ENSMUSP00000018805,2943,1,FALSE,NA,Other genes
Cog6,ENSMUSG00000027742,ENSMUSP00000048603,1974,1,FALSE,NA,Other genes
Cog7,ENSMUSG00000034951,ENSMUSP00000058990,2313,1,FALSE,NA,Other genes
Col11a2,ENSMUSG00000024330,ENSMUSP00000122082,5211,2,FALSE,NA,Other genes
Col12a1,ENSMUSG00000032332,ENSMUSP00000071662,9198,4,FALSE,NA,Other genes
Col13a1,ENSMUSG00000058806,ENSMUSP00000101094,2220,2,FALSE,NA,Other genes
Col14a1,ENSMUSG00000022371,ENSMUSP00000105846,5397,2,FALSE,NA,Other genes
Col16a1,ENSMUSG00000040690,ENSMUSP00000035802,4743,1,FALSE,NA,Other genes
Col18a1,ENSMUSG00000001435,ENSMUSP00000072538,5325,2,FALSE,NA,Other genes
Col1a1,ENSMUSG00000001506,ENSMUSP00000001547,4362,1,FALSE,NA,Other genes
Col1a2,ENSMUSG00000029661,ENSMUSP00000031668,4119,1,FALSE,NA,Other genes
Col20a1,ENSMUSG00000016356,ENSMUSP00000104484,4089,1,FALSE,NA,Other genes
Col22a1,ENSMUSG00000079022,ENSMUSP00000125069,4842,1,FALSE,NA,Other genes
Col23a1,ENSMUSG00000063564,ENSMUSP00000099826,1599,1,FALSE,NA,Other genes
Col25a1,ENSMUSG00000058897,ENSMUSP00000158974,2097,1,FALSE,NA,Other genes
Col27a1,ENSMUSG00000045672,ENSMUSP00000043816,5538,1,FALSE,NA,Other genes
Col28a1,ENSMUSG00000068794,ENSMUSP00000111199,3426,1,FALSE,NA,Other genes
Col3a1,ENSMUSG00000026043,ENSMUSP00000085192,4395,1,FALSE,NA,Other genes
Col4a2,ENSMUSG00000031503,ENSMUSP00000033899,5124,1,FALSE,NA,Other genes
Col4a6,ENSMUSG00000031273,ENSMUSP00000098765,5076,1,FALSE,NA,Other genes
Col5a1,ENSMUSG00000026837,ENSMUSP00000028280,5517,1,FALSE,NA,Other genes
Col6a3,ENSMUSG00000048126,ENSMUSP00000057131,9852,6,FALSE,NA,Other genes
Col6a4,ENSMUSG00000032572,ENSMUSP00000112472,6930,2,FALSE,NA,Other genes
Col6a5,ENSMUSG00000091345,ENSMUSP00000139398,7923,3,FALSE,NA,Other genes
Col6a6,ENSMUSG00000043719,ENSMUSP00000096040,6798,4,FALSE,NA,Other genes
Col7a1,ENSMUSG00000025650,ENSMUSP00000107701,8835,4,FALSE,NA,Other genes
Col9a1,ENSMUSG00000026147,ENSMUSP00000051579,2766,1,FALSE,NA,Other genes
Col9a2,ENSMUSG00000028626,ENSMUSP00000030372,2067,1,FALSE,NA,Other genes
Col9a3,ENSMUSG00000027570,ENSMUSP00000128718,2043,1,FALSE,NA,Other genes
Colca2,ENSMUSG00000079559,ENSMUSP00000159303,762,1,FALSE,NA,Other genes
Colec11,ENSMUSG00000036655,ENSMUSP00000152876,837,1,FALSE,NA,Other genes
Colgalt1,ENSMUSG00000034807,ENSMUSP00000047923,1854,2,FALSE,NA,Other genes
Comp,ENSMUSG00000031849,ENSMUSP00000003659,2268,1,FALSE,NA,Other genes
Copa,ENSMUSG00000026553,ENSMUSP00000027833,3702,3,FALSE,NA,Other genes
Copb1,ENSMUSG00000030754,ENSMUSP00000033012,2862,1,FALSE,NA,Other genes
Copb2,ENSMUSG00000032458,ENSMUSP00000035033,2718,3,FALSE,NA,Other genes
Cope,ENSMUSG00000055681,ENSMUSP00000071078,927,1,FALSE,NA,Other genes
Cops3,ENSMUSG00000019373,ENSMUSP00000019517,1272,1,FALSE,NA,Other genes
Copz2,ENSMUSG00000018672,ENSMUSP00000018816,618,1,FALSE,NA,Other genes
Coq3,ENSMUSG00000028247,ENSMUSP00000029909,1113,1,FALSE,NA,Other genes
Corin,ENSMUSG00000005220,ENSMUSP00000005352,3342,1,FALSE,NA,Other genes
Coro1a,ENSMUSG00000030707,ENSMUSP00000101972,1386,1,FALSE,NA,Other genes
Coro2b,ENSMUSG00000041729,ENSMUSP00000041826,1443,1,FALSE,NA,Other genes
Cort,ENSMUSG00000028971,ENSMUSP00000030815,330,1,FALSE,NA,Other genes
Cox7a2l,ENSMUSG00000024248,ENSMUSP00000131584,405,1,FALSE,NA,Other genes
Cpa5,ENSMUSG00000029788,ENSMUSP00000057722,1311,1,FALSE,NA,Other genes
Cpe,ENSMUSG00000037852,ENSMUSP00000048555,1431,1,FALSE,NA,Other genes
Cpeb3,ENSMUSG00000039652,ENSMUSP00000078690,2151,1,FALSE,NA,Other genes
Cped1,ENSMUSG00000062980,ENSMUSP00000111041,3081,2,FALSE,NA,Other genes
Cplane1,ENSMUSG00000039801,ENSMUSP00000106247,9645,3,FALSE,NA,Other genes
Cplane2,ENSMUSG00000073733,ENSMUSP00000095422,777,1,FALSE,NA,Other genes
Cpn1,ENSMUSG00000025196,ENSMUSP00000026210,1374,1,FALSE,NA,Other genes
Cpne3,ENSMUSG00000028228,ENSMUSP00000029885,1602,1,FALSE,NA,Other genes
Cpne4,ENSMUSG00000032564,ENSMUSP00000049663,1674,1,FALSE,NA,Other genes
Cps1,ENSMUSG00000025991,ENSMUSP00000027144,4503,1,FALSE,NA,Other genes
Cpsf1,ENSMUSG00000034022,ENSMUSP00000155308,4353,1,FALSE,NA,Other genes
Cpsf3,ENSMUSG00000054309,ENSMUSP00000068148,2055,1,FALSE,NA,Other genes
Cpsf4,ENSMUSG00000029625,ENSMUSP00000125019,810,1,FALSE,NA,Other genes
Cpt1a,ENSMUSG00000024900,ENSMUSP00000025835,2322,1,FALSE,NA,Other genes
Cpxm1,ENSMUSG00000027408,ENSMUSP00000028897,2169,1,FALSE,NA,Other genes
Cpxm2,ENSMUSG00000030862,ENSMUSP00000033149,2295,1,FALSE,NA,Other genes
Cr2,ENSMUSG00000026616,ENSMUSP00000147804,4227,1,FALSE,NA,Other genes
Cramp1l,ENSMUSG00000038002,ENSMUSP00000073060,3858,1,FALSE,NA,Other genes
Crat,ENSMUSG00000026853,ENSMUSP00000099919,1881,1,FALSE,NA,Other genes
Crb2,ENSMUSG00000035403,ENSMUSP00000058007,3849,1,FALSE,NA,Other genes
Creb5,ENSMUSG00000053007,ENSMUSP00000144851,1527,1,FALSE,NA,Other genes
Crebbp,ENSMUSG00000022521,ENSMUSP00000023165,7326,5,FALSE,NA,Other genes
Creg2,ENSMUSG00000050967,ENSMUSP00000052871,867,1,FALSE,NA,Other genes
Crh,ENSMUSG00000049796,ENSMUSP00000061185,564,1,FALSE,NA,Other genes
Crhr1,ENSMUSG00000018634,ENSMUSP00000091455,1248,1,FALSE,NA,Other genes
Crhr2,ENSMUSG00000003476,ENSMUSP00000148408,1296,1,FALSE,NA,Other genes
Crim1,ENSMUSG00000024074,ENSMUSP00000108117,3114,1,FALSE,NA,Other genes
Crisp2,ENSMUSG00000023930,ENSMUSP00000156411,732,1,FALSE,NA,Other genes
Crk,ENSMUSG00000017776,ENSMUSP00000017920,915,1,FALSE,NA,Other genes
Crmp1,ENSMUSG00000029121,ENSMUSP00000109795,2061,1,FALSE,NA,Other genes
Crxos,ENSMUSG00000074365,ENSMUSP00000096399,741,1,FALSE,NA,Other genes
Crybb3,ENSMUSG00000029352,ENSMUSP00000075440,636,2,FALSE,NA,Other genes
Crybg1,ENSMUSG00000019866,ENSMUSP00000143429,6198,1,FALSE,NA,Other genes
Crybg2,ENSMUSG00000012123,ENSMUSP00000154159,5478,2,FALSE,NA,Other genes
Crygd,ENSMUSG00000067299,ENSMUSP00000045327,525,1,FALSE,NA,Other genes
Cryge,ENSMUSG00000070870,ENSMUSP00000084617,525,1,FALSE,NA,Other genes
Csf1,ENSMUSG00000014599,ENSMUSP00000014743,1659,1,FALSE,NA,Other genes
Csf2rb2,ENSMUSG00000071714,ENSMUSP00000094083,2637,1,FALSE,NA,Other genes
Csf3r,ENSMUSG00000028859,ENSMUSP00000101768,2514,4,FALSE,NA,Other genes
Csgalnact2,ENSMUSG00000042042,ENSMUSP00000039819,1629,1,FALSE,NA,Other genes
Csl,ENSMUSG00000046934,ENSMUSP00000052373,1401,1,FALSE,NA,Other genes
Csmd1,ENSMUSG00000060924,ENSMUSP00000080751,10695,2,FALSE,NA,Other genes
Csmd3,ENSMUSG00000022311,ENSMUSP00000124775,11124,1,FALSE,NA,Other genes
Csn1s2a,ENSMUSG00000061937,ENSMUSP00000075716,555,1,FALSE,NA,Other genes
Csnk1g1,ENSMUSG00000032384,ENSMUSP00000145887,1386,1,FALSE,NA,Other genes
Csnk2b,ENSMUSG00000024387,ENSMUSP00000134673,774,2,FALSE,NA,Other genes
Cspg5,ENSMUSG00000032482,ENSMUSP00000143005,1710,1,FALSE,NA,Other genes
Ctcf,ENSMUSG00000005698,ENSMUSP00000005841,2211,1,FALSE,NA,Other genes
Ctdnep1,ENSMUSG00000018559,ENSMUSP00000104234,735,1,FALSE,NA,Other genes
Ctif,ENSMUSG00000052928,ENSMUSP00000129974,1872,1,FALSE,NA,Other genes
Ctla2b,ENSMUSG00000074874,ENSMUSP00000021884,342,1,FALSE,NA,Other genes
Ctla4,ENSMUSG00000026011,ENSMUSP00000027164,672,2,FALSE,NA,Other genes
Ctnna1,ENSMUSG00000037815,ENSMUSP00000049007,2721,1,FALSE,NA,Other genes
Ctnnal1,ENSMUSG00000038816,ENSMUSP00000036487,2196,1,FALSE,NA,Other genes
Ctnnb1,ENSMUSG00000006932,ENSMUSP00000007130,2346,1,FALSE,NA,Other genes
Ctnnd2,ENSMUSG00000022240,ENSMUSP00000080427,3741,1,FALSE,NA,Other genes
Ctns,ENSMUSG00000005949,ENSMUSP00000006103,1104,1,FALSE,NA,Other genes
Ctrl,ENSMUSG00000031896,ENSMUSP00000034368,795,1,FALSE,NA,Other genes
