iteration,n_sampled_genes,mutation_type,null_count
3027,30,Deletion,9
3027,30,Stop gain/loss,4
3027,30,DBS,1
3027,30,Splice,1
3028,30,Missense,38
3028,30,Insertion,1
3028,30,Deletion,37
3028,30,Stop gain/loss,6
3028,30,DBS,4
3028,30,Splice,2
3029,30,Missense,38
3029,30,Insertion,0
3029,30,Deletion,1
3029,30,Stop gain/loss,3
3029,30,DBS,3
3029,30,Splice,1
3030,30,Missense,37
3030,30,Insertion,1
3030,30,Deletion,11
3030,30,Stop gain/loss,5
3030,30,DBS,1
3030,30,Splice,3
3031,30,Missense,35
3031,30,Insertion,0
3031,30,Deletion,2
3031,30,Stop gain/loss,4
3031,30,DBS,0
3031,30,Splice,1
3032,30,Missense,36
3032,30,Insertion,0
3032,30,Deletion,1
3032,30,Stop gain/loss,6
3032,30,DBS,0
3032,30,Splice,0
3033,30,Missense,33
3033,30,Insertion,1
3033,30,Deletion,1
3033,30,Stop gain/loss,4
3033,30,DBS,3
3033,30,Splice,1
3034,30,Missense,47
3034,30,Insertion,2
3034,30,Deletion,5
3034,30,Stop gain/loss,2
3034,30,DBS,1
3034,30,Splice,1
3035,30,Missense,55
3035,30,Insertion,4
3035,30,Deletion,48
3035,30,Stop gain/loss,3
3035,30,DBS,0
3035,30,Splice,3
3036,30,Missense,42
3036,30,Insertion,0
3036,30,Deletion,4
3036,30,Stop gain/loss,5
3036,30,DBS,4
3036,30,Splice,2
3037,30,Missense,48
3037,30,Insertion,0
3037,30,Deletion,2
3037,30,Stop gain/loss,5
3037,30,DBS,1
3037,30,Splice,1
3038,30,Missense,36
3038,30,Insertion,0
3038,30,Deletion,3
3038,30,Stop gain/loss,2
3038,30,DBS,1
3038,30,Splice,0
3039,30,Missense,45
3039,30,Insertion,2
3039,30,Deletion,2
3039,30,Stop gain/loss,2
3039,30,DBS,0
3039,30,Splice,2
3040,30,Missense,38
3040,30,Insertion,3
3040,30,Deletion,5
3040,30,Stop gain/loss,10
3040,30,DBS,0
3040,30,Splice,0
3041,30,Missense,61
3041,30,Insertion,0
3041,30,Deletion,35
3041,30,Stop gain/loss,4
3041,30,DBS,4
3041,30,Splice,1
3042,30,Missense,30
3042,30,Insertion,0
3042,30,Deletion,3
3042,30,Stop gain/loss,5
3042,30,DBS,0
3042,30,Splice,2
3043,30,Missense,35
3043,30,Insertion,1
3043,30,Deletion,27
3043,30,Stop gain/loss,4
3043,30,DBS,0
3043,30,Splice,2
3044,30,Missense,39
3044,30,Insertion,0
3044,30,Deletion,1
3044,30,Stop gain/loss,3
3044,30,DBS,4
3044,30,Splice,1
3045,30,Missense,30
3045,30,Insertion,0
3045,30,Deletion,0
3045,30,Stop gain/loss,4
3045,30,DBS,3
3045,30,Splice,2
3046,30,Missense,41
3046,30,Insertion,0
3046,30,Deletion,1
3046,30,Stop gain/loss,3
3046,30,DBS,1
3046,30,Splice,1
3047,30,Missense,42
3047,30,Insertion,0
3047,30,Deletion,2
3047,30,Stop gain/loss,3
3047,30,DBS,1
3047,30,Splice,0
3048,30,Missense,36
3048,30,Insertion,1
3048,30,Deletion,0
3048,30,Stop gain/loss,5
3048,30,DBS,1
3048,30,Splice,2
3049,30,Missense,55
3049,30,Insertion,1
3049,30,Deletion,0
3049,30,Stop gain/loss,2
3049,30,DBS,1
3049,30,Splice,0
3050,30,Missense,31
3050,30,Insertion,0
3050,30,Deletion,2
3050,30,Stop gain/loss,6
3050,30,DBS,0
3050,30,Splice,2
3051,30,Missense,35
3051,30,Insertion,1
3051,30,Deletion,3
3051,30,Stop gain/loss,4
3051,30,DBS,0
3051,30,Splice,2
3052,30,Missense,39
3052,30,Insertion,0
3052,30,Deletion,2
3052,30,Stop gain/loss,3
3052,30,DBS,0
3052,30,Splice,1
3053,30,Missense,44
3053,30,Insertion,0
3053,30,Deletion,2
3053,30,Stop gain/loss,6
3053,30,DBS,0
3053,30,Splice,6
3054,30,Missense,42
3054,30,Insertion,1
3054,30,Deletion,6
3054,30,Stop gain/loss,3
3054,30,DBS,0
3054,30,Splice,0
3055,30,Missense,34
3055,30,Insertion,0
3055,30,Deletion,0
3055,30,Stop gain/loss,6
3055,30,DBS,0
3055,30,Splice,4
3056,30,Missense,34
3056,30,Insertion,0
3056,30,Deletion,5
3056,30,Stop gain/loss,5
3056,30,DBS,2
3056,30,Splice,1
3057,30,Missense,49
3057,30,Insertion,0
3057,30,Deletion,7
3057,30,Stop gain/loss,9
3057,30,DBS,2
3057,30,Splice,0
3058,30,Missense,34
3058,30,Insertion,0
3058,30,Deletion,12
3058,30,Stop gain/loss,1
3058,30,DBS,0
3058,30,Splice,0
3059,30,Missense,41
3059,30,Insertion,0
3059,30,Deletion,0
3059,30,Stop gain/loss,2
3059,30,DBS,0
3059,30,Splice,0
3060,30,Missense,59
3060,30,Insertion,0
3060,30,Deletion,3
3060,30,Stop gain/loss,5
3060,30,DBS,1
3060,30,Splice,3
3061,30,Missense,35
3061,30,Insertion,0
3061,30,Deletion,2
3061,30,Stop gain/loss,6
3061,30,DBS,0
3061,30,Splice,1
3062,30,Missense,42
3062,30,Insertion,0
3062,30,Deletion,0
3062,30,Stop gain/loss,2
3062,30,DBS,0
3062,30,Splice,2
3063,30,Missense,53
3063,30,Insertion,0
3063,30,Deletion,2
3063,30,Stop gain/loss,3
3063,30,DBS,8
3063,30,Splice,4
3064,30,Missense,33
3064,30,Insertion,0
3064,30,Deletion,2
3064,30,Stop gain/loss,2
3064,30,DBS,0
3064,30,Splice,2
3065,30,Missense,31
3065,30,Insertion,0
3065,30,Deletion,3
3065,30,Stop gain/loss,2
3065,30,DBS,0
3065,30,Splice,4
3066,30,Missense,39
3066,30,Insertion,0
3066,30,Deletion,2
3066,30,Stop gain/loss,4
3066,30,DBS,2
3066,30,Splice,0
3067,30,Missense,36
3067,30,Insertion,0
3067,30,Deletion,0
3067,30,Stop gain/loss,2
3067,30,DBS,0
3067,30,Splice,1
3068,30,Missense,52
3068,30,Insertion,1
3068,30,Deletion,2
3068,30,Stop gain/loss,3
3068,30,DBS,2
3068,30,Splice,7
3069,30,Missense,34
3069,30,Insertion,2
3069,30,Deletion,0
3069,30,Stop gain/loss,5
3069,30,DBS,2
3069,30,Splice,2
3070,30,Missense,43
3070,30,Insertion,1
3070,30,Deletion,2
3070,30,Stop gain/loss,4
3070,30,DBS,1
3070,30,Splice,2
3071,30,Missense,40
3071,30,Insertion,0
3071,30,Deletion,5
3071,30,Stop gain/loss,5
3071,30,DBS,1
3071,30,Splice,0
3072,30,Missense,34
3072,30,Insertion,0
3072,30,Deletion,0
3072,30,Stop gain/loss,3
3072,30,DBS,0
3072,30,Splice,2
3073,30,Missense,61
3073,30,Insertion,0
3073,30,Deletion,5
3073,30,Stop gain/loss,4
3073,30,DBS,0
3073,30,Splice,1
3074,30,Missense,38
3074,30,Insertion,0
3074,30,Deletion,0
3074,30,Stop gain/loss,4
3074,30,DBS,1
3074,30,Splice,5
3075,30,Missense,34
3075,30,Insertion,0
3075,30,Deletion,1
3075,30,Stop gain/loss,4
3075,30,DBS,0
3075,30,Splice,1
3076,30,Missense,30
3076,30,Insertion,2
3076,30,Deletion,2
3076,30,Stop gain/loss,1
3076,30,DBS,0
3076,30,Splice,5
3077,30,Missense,36
3077,30,Insertion,1
3077,30,Deletion,2
3077,30,Stop gain/loss,8
3077,30,DBS,1
3077,30,Splice,1
3078,30,Missense,50
3078,30,Insertion,0
3078,30,Deletion,0
3078,30,Stop gain/loss,13
3078,30,DBS,2
3078,30,Splice,3
3079,30,Missense,35
3079,30,Insertion,0
3079,30,Deletion,0
3079,30,Stop gain/loss,7
3079,30,DBS,0
3079,30,Splice,0
3080,30,Missense,31
3080,30,Insertion,0
3080,30,Deletion,9
3080,30,Stop gain/loss,7
3080,30,DBS,1
3080,30,Splice,1
3081,30,Missense,43
3081,30,Insertion,2
3081,30,Deletion,25
3081,30,Stop gain/loss,1
3081,30,DBS,1
3081,30,Splice,3
3082,30,Missense,38
3082,30,Insertion,0
3082,30,Deletion,1
3082,30,Stop gain/loss,5
3082,30,DBS,0
3082,30,Splice,1
3083,30,Missense,41
3083,30,Insertion,1
3083,30,Deletion,4
3083,30,Stop gain/loss,2
3083,30,DBS,1
3083,30,Splice,1
3084,30,Missense,34
3084,30,Insertion,2
3084,30,Deletion,1
3084,30,Stop gain/loss,5
3084,30,DBS,0
3084,30,Splice,2
3085,30,Missense,39
3085,30,Insertion,0
3085,30,Deletion,1
3085,30,Stop gain/loss,8
3085,30,DBS,0
3085,30,Splice,1
3086,30,Missense,32
3086,30,Insertion,0
3086,30,Deletion,2
3086,30,Stop gain/loss,6
3086,30,DBS,0
3086,30,Splice,5
3087,30,Missense,48
3087,30,Insertion,1
3087,30,Deletion,13
3087,30,Stop gain/loss,5
3087,30,DBS,5
3087,30,Splice,2
3088,30,Missense,39
3088,30,Insertion,1
3088,30,Deletion,0
3088,30,Stop gain/loss,6
3088,30,DBS,1
3088,30,Splice,1
3089,30,Missense,38
3089,30,Insertion,0
3089,30,Deletion,2
3089,30,Stop gain/loss,5
3089,30,DBS,1
3089,30,Splice,1
3090,30,Missense,41
3090,30,Insertion,0
3090,30,Deletion,1
3090,30,Stop gain/loss,4
3090,30,DBS,0
3090,30,Splice,1
3091,30,Missense,46
3091,30,Insertion,0
3091,30,Deletion,0
3091,30,Stop gain/loss,1
3091,30,DBS,2
3091,30,Splice,1
3092,30,Missense,29
3092,30,Insertion,0
3092,30,Deletion,1
3092,30,Stop gain/loss,2
3092,30,DBS,0
3092,30,Splice,3
3093,30,Missense,36
3093,30,Insertion,0
3093,30,Deletion,1
3093,30,Stop gain/loss,2
3093,30,DBS,0
3093,30,Splice,1
3094,30,Missense,34
3094,30,Insertion,0
3094,30,Deletion,1
3094,30,Stop gain/loss,3
3094,30,DBS,1
3094,30,Splice,3
3095,30,Missense,25
3095,30,Insertion,0
3095,30,Deletion,2
3095,30,Stop gain/loss,4
3095,30,DBS,0
3095,30,Splice,4
3096,30,Missense,36
3096,30,Insertion,1
3096,30,Deletion,41
3096,30,Stop gain/loss,4
3096,30,DBS,1
3096,30,Splice,0
3097,30,Missense,42
3097,30,Insertion,4
3097,30,Deletion,0
3097,30,Stop gain/loss,2
3097,30,DBS,0
3097,30,Splice,4
3098,30,Missense,41
3098,30,Insertion,0
3098,30,Deletion,1
3098,30,Stop gain/loss,2
3098,30,DBS,0
3098,30,Splice,1
3099,30,Missense,34
3099,30,Insertion,1
3099,30,Deletion,9
3099,30,Stop gain/loss,3
3099,30,DBS,3
3099,30,Splice,0
3100,30,Missense,30
3100,30,Insertion,1
3100,30,Deletion,2
3100,30,Stop gain/loss,3
3100,30,DBS,0
3100,30,Splice,3
3101,30,Missense,41
3101,30,Insertion,0
3101,30,Deletion,37
3101,30,Stop gain/loss,6
3101,30,DBS,1
3101,30,Splice,0
3102,30,Missense,45
3102,30,Insertion,0
3102,30,Deletion,4
3102,30,Stop gain/loss,6
3102,30,DBS,1
3102,30,Splice,4
3103,30,Missense,47
3103,30,Insertion,1
3103,30,Deletion,3
3103,30,Stop gain/loss,3
3103,30,DBS,1
3103,30,Splice,2
3104,30,Missense,28
3104,30,Insertion,2
3104,30,Deletion,0
3104,30,Stop gain/loss,5
3104,30,DBS,0
3104,30,Splice,3
3105,30,Missense,39
3105,30,Insertion,0
3105,30,Deletion,1
3105,30,Stop gain/loss,7
3105,30,DBS,0
3105,30,Splice,0
3106,30,Missense,32
3106,30,Insertion,0
3106,30,Deletion,3
3106,30,Stop gain/loss,3
3106,30,DBS,2
3106,30,Splice,1
3107,30,Missense,42
3107,30,Insertion,0
3107,30,Deletion,0
3107,30,Stop gain/loss,2
3107,30,DBS,0
3107,30,Splice,2
3108,30,Missense,39
3108,30,Insertion,0
3108,30,Deletion,6
3108,30,Stop gain/loss,3
3108,30,DBS,3
3108,30,Splice,4
3109,30,Missense,37
3109,30,Insertion,1
3109,30,Deletion,6
3109,30,Stop gain/loss,2
3109,30,DBS,0
3109,30,Splice,2
3110,30,Missense,30
3110,30,Insertion,2
3110,30,Deletion,2
3110,30,Stop gain/loss,1
3110,30,DBS,1
3110,30,Splice,1
3111,30,Missense,29
3111,30,Insertion,0
3111,30,Deletion,3
3111,30,Stop gain/loss,8
3111,30,DBS,0
3111,30,Splice,4
3112,30,Missense,26
3112,30,Insertion,0
3112,30,Deletion,2
3112,30,Stop gain/loss,6
3112,30,DBS,2
3112,30,Splice,1
3113,30,Missense,48
3113,30,Insertion,0
3113,30,Deletion,4
3113,30,Stop gain/loss,1
3113,30,DBS,1
3113,30,Splice,4
3114,30,Missense,37
3114,30,Insertion,0
3114,30,Deletion,0
3114,30,Stop gain/loss,1
3114,30,DBS,1
3114,30,Splice,3
3115,30,Missense,27
3115,30,Insertion,0
3115,30,Deletion,4
3115,30,Stop gain/loss,6
3115,30,DBS,0
3115,30,Splice,1
3116,30,Missense,54
3116,30,Insertion,1
3116,30,Deletion,0
3116,30,Stop gain/loss,2
3116,30,DBS,0
3116,30,Splice,4
3117,30,Missense,57
3117,30,Insertion,1
3117,30,Deletion,5
3117,30,Stop gain/loss,3
3117,30,DBS,8
3117,30,Splice,3
3118,30,Missense,42
3118,30,Insertion,1
3118,30,Deletion,5
3118,30,Stop gain/loss,3
3118,30,DBS,0
3118,30,Splice,1
3119,30,Missense,51
3119,30,Insertion,0
3119,30,Deletion,3
3119,30,Stop gain/loss,6
3119,30,DBS,0
3119,30,Splice,3
3120,30,Missense,32
3120,30,Insertion,0
3120,30,Deletion,1
3120,30,Stop gain/loss,4
3120,30,DBS,0
3120,30,Splice,0
3121,30,Missense,28
3121,30,Insertion,0
3121,30,Deletion,0
3121,30,Stop gain/loss,3
3121,30,DBS,1
3121,30,Splice,5
3122,30,Missense,31
3122,30,Insertion,0
3122,30,Deletion,2
3122,30,Stop gain/loss,3
3122,30,DBS,5
3122,30,Splice,3
3123,30,Missense,33
3123,30,Insertion,0
3123,30,Deletion,3
3123,30,Stop gain/loss,4
3123,30,DBS,0
3123,30,Splice,2
3124,30,Missense,34
3124,30,Insertion,2
3124,30,Deletion,5
3124,30,Stop gain/loss,4
3124,30,DBS,3
3124,30,Splice,2
3125,30,Missense,25
3125,30,Insertion,0
3125,30,Deletion,4
3125,30,Stop gain/loss,2
3125,30,DBS,3
3125,30,Splice,3
3126,30,Missense,59
3126,30,Insertion,0
3126,30,Deletion,1
3126,30,Stop gain/loss,5
3126,30,DBS,2
3126,30,Splice,1
3127,30,Missense,32
3127,30,Insertion,0
3127,30,Deletion,1
3127,30,Stop gain/loss,6
3127,30,DBS,1
3127,30,Splice,1
3128,30,Missense,38
3128,30,Insertion,0
3128,30,Deletion,2
3128,30,Stop gain/loss,5
3128,30,DBS,4
3128,30,Splice,2
3129,30,Missense,33
3129,30,Insertion,2
3129,30,Deletion,3
3129,30,Stop gain/loss,5
3129,30,DBS,0
3129,30,Splice,2
3130,30,Missense,41
3130,30,Insertion,0
3130,30,Deletion,4
3130,30,Stop gain/loss,8
3130,30,DBS,0
3130,30,Splice,1
3131,30,Missense,26
3131,30,Insertion,1
3131,30,Deletion,8
3131,30,Stop gain/loss,7
3131,30,DBS,2
3131,30,Splice,0
3132,30,Missense,35
3132,30,Insertion,0
3132,30,Deletion,3
3132,30,Stop gain/loss,5
3132,30,DBS,0
3132,30,Splice,0
3133,30,Missense,39
3133,30,Insertion,0
3133,30,Deletion,11
3133,30,Stop gain/loss,3
3133,30,DBS,1
3133,30,Splice,2
3134,30,Missense,41
3134,30,Insertion,0
3134,30,Deletion,0
3134,30,Stop gain/loss,2
3134,30,DBS,0
3134,30,Splice,0
3135,30,Missense,36
3135,30,Insertion,0
3135,30,Deletion,3
3135,30,Stop gain/loss,4
3135,30,DBS,0
3135,30,Splice,0
3136,30,Missense,50
3136,30,Insertion,0
3136,30,Deletion,1
3136,30,Stop gain/loss,4
3136,30,DBS,0
3136,30,Splice,0
3137,30,Missense,42
3137,30,Insertion,1
3137,30,Deletion,29
3137,30,Stop gain/loss,2
3137,30,DBS,1
3137,30,Splice,0
3138,30,Missense,32
3138,30,Insertion,0
3138,30,Deletion,0
3138,30,Stop gain/loss,6
3138,30,DBS,1
3138,30,Splice,1
3139,30,Missense,32
3139,30,Insertion,2
3139,30,Deletion,4
3139,30,Stop gain/loss,4
3139,30,DBS,0
3139,30,Splice,3
3140,30,Missense,40
3140,30,Insertion,2
3140,30,Deletion,10
3140,30,Stop gain/loss,3
3140,30,DBS,1
3140,30,Splice,1
3141,30,Missense,35
3141,30,Insertion,0
3141,30,Deletion,1
3141,30,Stop gain/loss,1
3141,30,DBS,1
3141,30,Splice,1
3142,30,Missense,37
3142,30,Insertion,0
3142,30,Deletion,0
3142,30,Stop gain/loss,4
3142,30,DBS,0
3142,30,Splice,2
3143,30,Missense,40
3143,30,Insertion,0
3143,30,Deletion,2
3143,30,Stop gain/loss,4
3143,30,DBS,0
3143,30,Splice,1
3144,30,Missense,31
3144,30,Insertion,0
3144,30,Deletion,6
3144,30,Stop gain/loss,1
3144,30,DBS,2
3144,30,Splice,1
3145,30,Missense,41
3145,30,Insertion,3
3145,30,Deletion,2
3145,30,Stop gain/loss,3
3145,30,DBS,0
3145,30,Splice,2
3146,30,Missense,30
3146,30,Insertion,0
3146,30,Deletion,1
3146,30,Stop gain/loss,6
3146,30,DBS,0
3146,30,Splice,3
3147,30,Missense,34
3147,30,Insertion,0
3147,30,Deletion,1
3147,30,Stop gain/loss,3
3147,30,DBS,0
3147,30,Splice,0
3148,30,Missense,30
3148,30,Insertion,0
3148,30,Deletion,1
3148,30,Stop gain/loss,9
3148,30,DBS,1
3148,30,Splice,2
3149,30,Missense,32
3149,30,Insertion,0
3149,30,Deletion,0
3149,30,Stop gain/loss,6
3149,30,DBS,2
3149,30,Splice,2
3150,30,Missense,45
3150,30,Insertion,2
3150,30,Deletion,6
3150,30,Stop gain/loss,5
3150,30,DBS,3
3150,30,Splice,4
3151,30,Missense,37
3151,30,Insertion,1
3151,30,Deletion,5
3151,30,Stop gain/loss,5
3151,30,DBS,0
3151,30,Splice,1
3152,30,Missense,45
3152,30,Insertion,0
3152,30,Deletion,8
3152,30,Stop gain/loss,7
3152,30,DBS,3
3152,30,Splice,0
3153,30,Missense,38
3153,30,Insertion,1
3153,30,Deletion,2
3153,30,Stop gain/loss,4
3153,30,DBS,1
3153,30,Splice,1
3154,30,Missense,44
3154,30,Insertion,0
3154,30,Deletion,0
3154,30,Stop gain/loss,2
3154,30,DBS,1
3154,30,Splice,2
3155,30,Missense,44
3155,30,Insertion,0
3155,30,Deletion,1
3155,30,Stop gain/loss,4
3155,30,DBS,0
3155,30,Splice,5
3156,30,Missense,33
3156,30,Insertion,0
3156,30,Deletion,0
3156,30,Stop gain/loss,3
3156,30,DBS,2
3156,30,Splice,3
3157,30,Missense,35
3157,30,Insertion,0
3157,30,Deletion,0
3157,30,Stop gain/loss,1
3157,30,DBS,0
3157,30,Splice,1
3158,30,Missense,49
3158,30,Insertion,0
3158,30,Deletion,19
3158,30,Stop gain/loss,6
3158,30,DBS,1
3158,30,Splice,0
3159,30,Missense,35
3159,30,Insertion,0
3159,30,Deletion,0
3159,30,Stop gain/loss,4
3159,30,DBS,0
3159,30,Splice,1
3160,30,Missense,55
3160,30,Insertion,0
3160,30,Deletion,1
3160,30,Stop gain/loss,8
3160,30,DBS,2
3160,30,Splice,1
3161,30,Missense,46
3161,30,Insertion,1
3161,30,Deletion,4
3161,30,Stop gain/loss,10
3161,30,DBS,0
3161,30,Splice,13
3162,30,Missense,29
3162,30,Insertion,0
3162,30,Deletion,0
3162,30,Stop gain/loss,6
3162,30,DBS,0
3162,30,Splice,1
3163,30,Missense,37
3163,30,Insertion,1
3163,30,Deletion,1
3163,30,Stop gain/loss,1
3163,30,DBS,1
3163,30,Splice,1
3164,30,Missense,36
3164,30,Insertion,0
3164,30,Deletion,25
3164,30,Stop gain/loss,2
3164,30,DBS,1
3164,30,Splice,1
3165,30,Missense,35
3165,30,Insertion,0
3165,30,Deletion,0
3165,30,Stop gain/loss,2
3165,30,DBS,1
3165,30,Splice,1
3166,30,Missense,30
3166,30,Insertion,0
3166,30,Deletion,2
3166,30,Stop gain/loss,5
3166,30,DBS,1
3166,30,Splice,3
3167,30,Missense,31
3167,30,Insertion,0
3167,30,Deletion,4
3167,30,Stop gain/loss,3
3167,30,DBS,2
3167,30,Splice,1
3168,30,Missense,29
3168,30,Insertion,1
3168,30,Deletion,4
3168,30,Stop gain/loss,3
3168,30,DBS,0
3168,30,Splice,0
3169,30,Missense,43
3169,30,Insertion,0
3169,30,Deletion,1
3169,30,Stop gain/loss,4
3169,30,DBS,0
3169,30,Splice,2
3170,30,Missense,26
3170,30,Insertion,0
3170,30,Deletion,0
3170,30,Stop gain/loss,7
3170,30,DBS,0
3170,30,Splice,1
3171,30,Missense,36
3171,30,Insertion,0
3171,30,Deletion,2
3171,30,Stop gain/loss,12
3171,30,DBS,1
3171,30,Splice,0
3172,30,Missense,41
3172,30,Insertion,0
3172,30,Deletion,42
3172,30,Stop gain/loss,9
3172,30,DBS,3
3172,30,Splice,1
3173,30,Missense,39
3173,30,Insertion,1
3173,30,Deletion,10
3173,30,Stop gain/loss,4
3173,30,DBS,0
3173,30,Splice,0
3174,30,Missense,54
3174,30,Insertion,0
3174,30,Deletion,2
3174,30,Stop gain/loss,4
3174,30,DBS,6
3174,30,Splice,0
3175,30,Missense,33
3175,30,Insertion,0
3175,30,Deletion,10
3175,30,Stop gain/loss,3
3175,30,DBS,2
3175,30,Splice,1
3176,30,Missense,45
3176,30,Insertion,3
3176,30,Deletion,23
3176,30,Stop gain/loss,2
3176,30,DBS,1
3176,30,Splice,3
3177,30,Missense,29
3177,30,Insertion,0
3177,30,Deletion,0
3177,30,Stop gain/loss,7
3177,30,DBS,1
3177,30,Splice,1
3178,30,Missense,40
3178,30,Insertion,0
3178,30,Deletion,1
3178,30,Stop gain/loss,3
3178,30,DBS,1
3178,30,Splice,3
3179,30,Missense,38
3179,30,Insertion,0
3179,30,Deletion,1
3179,30,Stop gain/loss,5
3179,30,DBS,0
3179,30,Splice,2
3180,30,Missense,43
3180,30,Insertion,0
3180,30,Deletion,26
3180,30,Stop gain/loss,6
3180,30,DBS,2
3180,30,Splice,0
3181,30,Missense,37
3181,30,Insertion,1
3181,30,Deletion,2
3181,30,Stop gain/loss,2
3181,30,DBS,0
3181,30,Splice,1
3182,30,Missense,40
3182,30,Insertion,1
3182,30,Deletion,3
3182,30,Stop gain/loss,3
3182,30,DBS,0
3182,30,Splice,2
3183,30,Missense,36
3183,30,Insertion,0
3183,30,Deletion,8
3183,30,Stop gain/loss,5
3183,30,DBS,1
3183,30,Splice,2
3184,30,Missense,30
3184,30,Insertion,0
3184,30,Deletion,0
3184,30,Stop gain/loss,4
3184,30,DBS,1
3184,30,Splice,1
3185,30,Missense,36
3185,30,Insertion,0
3185,30,Deletion,0
3185,30,Stop gain/loss,3
3185,30,DBS,0
3185,30,Splice,0
3186,30,Missense,43
3186,30,Insertion,0
3186,30,Deletion,11
3186,30,Stop gain/loss,2
3186,30,DBS,0
3186,30,Splice,3
3187,30,Missense,41
3187,30,Insertion,0
3187,30,Deletion,0
3187,30,Stop gain/loss,7
3187,30,DBS,1
3187,30,Splice,2
3188,30,Missense,33
3188,30,Insertion,0
3188,30,Deletion,1
3188,30,Stop gain/loss,4
3188,30,DBS,0
3188,30,Splice,0
3189,30,Missense,50
3189,30,Insertion,1
3189,30,Deletion,24
3189,30,Stop gain/loss,6
3189,30,DBS,8
3189,30,Splice,0
3190,30,Missense,37
3190,30,Insertion,0
3190,30,Deletion,0
3190,30,Stop gain/loss,2
3190,30,DBS,0
3190,30,Splice,1
3191,30,Missense,41
3191,30,Insertion,0
3191,30,Deletion,1
3191,30,Stop gain/loss,6
3191,30,DBS,0
3191,30,Splice,0
3192,30,Missense,35
3192,30,Insertion,0
3192,30,Deletion,2
3192,30,Stop gain/loss,4
3192,30,DBS,0
3192,30,Splice,1
3193,30,Missense,37
3193,30,Insertion,0
3193,30,Deletion,4
3193,30,Stop gain/loss,2
3193,30,DBS,1
3193,30,Splice,0
3194,30,Missense,29
3194,30,Insertion,0
3194,30,Deletion,2
3194,30,Stop gain/loss,5
3194,30,DBS,1
3194,30,Splice,0
3195,30,Missense,39
3195,30,Insertion,0
3195,30,Deletion,7
3195,30,Stop gain/loss,1
3195,30,DBS,3
3195,30,Splice,2
3196,30,Missense,109
3196,30,Insertion,0
3196,30,Deletion,8
3196,30,Stop gain/loss,2
3196,30,DBS,2
3196,30,Splice,2
3197,30,Missense,49
3197,30,Insertion,2
3197,30,Deletion,3
3197,30,Stop gain/loss,9
3197,30,DBS,1
3197,30,Splice,3
3198,30,Missense,39
3198,30,Insertion,1
3198,30,Deletion,0
3198,30,Stop gain/loss,5
3198,30,DBS,1
3198,30,Splice,2
3199,30,Missense,33
3199,30,Insertion,1
3199,30,Deletion,2
3199,30,Stop gain/loss,2
3199,30,DBS,3
3199,30,Splice,0
3200,30,Missense,42
3200,30,Insertion,1
3200,30,Deletion,15
3200,30,Stop gain/loss,6
3200,30,DBS,0
3200,30,Splice,1
3201,30,Missense,40
3201,30,Insertion,1
3201,30,Deletion,15
3201,30,Stop gain/loss,4
3201,30,DBS,1
3201,30,Splice,1
3202,30,Missense,34
3202,30,Insertion,0
3202,30,Deletion,2
3202,30,Stop gain/loss,3
3202,30,DBS,2
3202,30,Splice,2
3203,30,Missense,33
3203,30,Insertion,0
3203,30,Deletion,5
3203,30,Stop gain/loss,6
3203,30,DBS,1
3203,30,Splice,3
3204,30,Missense,34
3204,30,Insertion,1
3204,30,Deletion,0
3204,30,Stop gain/loss,2
3204,30,DBS,1
3204,30,Splice,1
3205,30,Missense,34
3205,30,Insertion,0
3205,30,Deletion,2
3205,30,Stop gain/loss,6
3205,30,DBS,1
3205,30,Splice,4
3206,30,Missense,37
3206,30,Insertion,0
3206,30,Deletion,2
3206,30,Stop gain/loss,5
3206,30,DBS,0
3206,30,Splice,4
3207,30,Missense,28
3207,30,Insertion,1
3207,30,Deletion,2
3207,30,Stop gain/loss,6
3207,30,DBS,0
3207,30,Splice,1
3208,30,Missense,43
3208,30,Insertion,1
3208,30,Deletion,1
3208,30,Stop gain/loss,3
3208,30,DBS,0
3208,30,Splice,0
3209,30,Missense,36
3209,30,Insertion,0
3209,30,Deletion,0
3209,30,Stop gain/loss,4
3209,30,DBS,2
3209,30,Splice,2
3210,30,Missense,46
3210,30,Insertion,0
3210,30,Deletion,1
3210,30,Stop gain/loss,2
3210,30,DBS,0
3210,30,Splice,2
3211,30,Missense,36
3211,30,Insertion,0
3211,30,Deletion,0
3211,30,Stop gain/loss,1
3211,30,DBS,1
3211,30,Splice,2
3212,30,Missense,39
3212,30,Insertion,0
3212,30,Deletion,3
3212,30,Stop gain/loss,4
3212,30,DBS,0
3212,30,Splice,1
3213,30,Missense,31
3213,30,Insertion,1
3213,30,Deletion,1
3213,30,Stop gain/loss,5
3213,30,DBS,0
3213,30,Splice,1
3214,30,Missense,37
3214,30,Insertion,1
3214,30,Deletion,0
3214,30,Stop gain/loss,2
3214,30,DBS,0
3214,30,Splice,2
3215,30,Missense,35
3215,30,Insertion,0
3215,30,Deletion,0
3215,30,Stop gain/loss,5
3215,30,DBS,0
3215,30,Splice,1
3216,30,Missense,38
3216,30,Insertion,0
3216,30,Deletion,1
3216,30,Stop gain/loss,3
3216,30,DBS,0
3216,30,Splice,1
3217,30,Missense,29
3217,30,Insertion,1
3217,30,Deletion,2
3217,30,Stop gain/loss,2
3217,30,DBS,1
3217,30,Splice,2
3218,30,Missense,37
3218,30,Insertion,0
3218,30,Deletion,4
3218,30,Stop gain/loss,4
